name,type,required,default,example,enum,description,path,interface_id,is_pagination_param,is_time_param,business_key_type
developers,array,否,,[128581],,开发人,developers,LX-DEF946C2CC04,否,否,
endDate,string,是,,2024-09-30,,结束时间【结算日期】，闭区间，格式：Y-m-d,endDate,LX-DEF946C2CC04,否,是,
length,number,是,20,100,,分页长度，默认20，最大200,length,LX-DEF946C2CC04,是,否,
mids,string,否,,"NA,MX,BR,US,CA",,国家id，多个使用英文逗号分隔,mids,LX-DEF946C2CC04,否,否,
offset,number,是,0,0,,分页偏移量，默认0,offset,LX-DEF946C2CC04,是,否,
platformCodeS,array,否,,"[""10024""]",,平台id： 10002 Shopify 10003 eBay 10005 AliExpress 10006 Shopee 10008 walmart 10011 Tiktok 10021 Shein平台模式 10022 Temu全托 10024 Temu半托 10028 Shein半托管,platformCodeS,LX-DEF946C2CC04,否,否,平台
searchField,string,否,,local_sku,msku MSKU local_sku SKU platform_order_no 平台单号,搜索值类型： msku MSKU local_sku SKU platform_order_no 平台单号,searchField,LX-DEF946C2CC04,否,否,"平台, MSKU, SKU, 订单号"
searchValue,string,否,,123,,搜索值,searchValue,LX-DEF946C2CC04,否,否,
sids,string,否,,110424575139430912,,店铺id，多个使用英文逗号分隔 ，对应[查询多平台店铺信息](docs/MultiPlatform/V2/StoreInfoV2)接口对应字段【store_id】,sids,LX-DEF946C2CC04,否,否,"店铺, 平台"
startDate,string,是,,2024-09-01,,开始时间【结算日期】，闭区间，格式：Y-m-d,startDate,LX-DEF946C2CC04,否,是,
businessIdList,array,是,,"[""202209020003""]",,售后工单业务ID列表,businessIdList,LX-E18C1FFEB32C,否,否,店铺
flowId,string,是,,,,审批流ID,flowId,LX-E18C1FFEB32C,否,否,仓库
shippingIdList,array,否,,"[1,2,36]",,发货单ID列表，对应[查询平台仓发货单列表v2](docs/MultiPlatform/V2/QueryShippingListV2)接口出参id,shippingIdList,LX-E4F62AF71863,否,否,平台
cg_price,number,否,,,,采购：采购成本（人民币）,cg_price,LX-E5135AAB2CB9,否,否,
cg_product_height,number,否,,,,采购：单品规格-高（CM）,cg_product_height,LX-E5135AAB2CB9,否,否,
cg_product_length,number,否,,,,采购：单品规格-长（CM）,cg_product_length,LX-E5135AAB2CB9,是,否,
cg_product_net_weight,number,否,,,,采购：单品净重（G）,cg_product_net_weight,LX-E5135AAB2CB9,否,否,
cg_product_width,number,否,,,,采购：单品规格-宽（CM）,cg_product_width,LX-E5135AAB2CB9,否,否,仓库
product_name,string,是,,,,品名,product_name,LX-E5135AAB2CB9,否,否,
remark,string,是,,,,辅料描述,remark,LX-E5135AAB2CB9,否,否,
sku,string,是,,,,SKU,sku,LX-E5135AAB2CB9,否,否,SKU
supplier_quote,array,否,,,,供应商报价信息（不传该参数则清空产品供应商报价）,supplier_quote,LX-E5135AAB2CB9,否,否,
erp_supplier_id,int,否,,,,领星ERP供应商id,supplier_quote[].erp_supplier_id,LX-E5135AAB2CB9,否,否,
is_primary,int,否,,,,是否首选供应商：0-否，1:是,supplier_quote[].is_primary,LX-E5135AAB2CB9,否,否,
quotes,array,否,,,,报价信息,supplier_quote[].quotes,LX-E5135AAB2CB9,否,否,
currency,string,否,,,,报价币种，目前只有CNY和USD,supplier_quote[].quotes.currency,LX-E5135AAB2CB9,否,否,
is_tax,int,否,,,,是否含税：0-否，1-是,supplier_quote[].quotes.is_tax,LX-E5135AAB2CB9,否,否,
step_prices,array,否,,,,阶梯价信息,supplier_quote[].quotes.step_prices,LX-E5135AAB2CB9,否,否,
moq,int,否,,,,最小起订量，最小值为1,supplier_quote[].quotes.step_prices.moq,LX-E5135AAB2CB9,否,否,
price_with_tax,number,否,,,,含税单价，4位小数,supplier_quote[].quotes.step_prices.price_with_tax,LX-E5135AAB2CB9,否,否,
tax_rate,int,否,,,,税率，为空则表示为0,supplier_quote[].quotes.tax_rate,LX-E5135AAB2CB9,否,否,
supplier_id,int,否,,,,客户系统供应商id，没有填这个值或者对应供应商不存在，则取erp_supplier_id,supplier_quote[].supplier_id,LX-E5135AAB2CB9,否,否,
supplier_product_url,array,否,,,,采购链接，字符串数组，最多20个，没有则传空数组,supplier_quote[].supplier_product_url,LX-E5135AAB2CB9,否,否,
overseas_order_no,string,是,,OWS210303001,,备货单号,overseas_order_no,LX-E5E2F516B966,否,否,订单号
product_list,array,是,,,,调整的产品明细数据,product_list,LX-E6238EC4E51A,否,否,
adjustment_available_bin,string,是,可用暂存,,,可用仓位编号，为空则默认可用暂存,product_list[].adjustment_available_bin,LX-E6238EC4E51A,否,否,
adjustment_bad_num,int,是,,,,次品调整数量，不调整则传0，但不能与可用调整数量同时为0,product_list[].adjustment_bad_num,LX-E6238EC4E51A,否,否,
adjustment_bad_sgn,string,是,,,,次品增加标志符号，增加时+ ，减少是-,product_list[].adjustment_bad_sgn,LX-E6238EC4E51A,否,否,
adjustment_inferior_bin,string,是,为次品暂存,,,次品仓位编号，为空则默认为次品暂存,product_list[].adjustment_inferior_bin,LX-E6238EC4E51A,否,否,
adjustment_valid_num,int,是,,,,可用调整数量，不调整则传0，但不能与次品调整数量同时为0,product_list[].adjustment_valid_num,LX-E6238EC4E51A,否,否,
adjustment_valid_sgn,string,是,,,,可用增加标志符号，增加时+ ，减少是-,product_list[].adjustment_valid_sgn,LX-E6238EC4E51A,否,否,
fnsku,string,是,,,,fnsku，没有可以为空,product_list[].fnsku,LX-E6238EC4E51A,否,否,SKU
product_id,int,是,,,,产品id,product_list[].product_id,LX-E6238EC4E51A,否,否,
seller_id,int,是,为0,,,"店铺id，默认为0 ,对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【seller_id】",product_list[].seller_id,LX-E6238EC4E51A,否,否,店铺
sku,string,是,,,,sku,product_list[].sku,LX-E6238EC4E51A,否,否,SKU
remark,string,否,,,,单据备注,remark,LX-E6238EC4E51A,否,否,
wid,int,是,,,,系统仓库id,wid,LX-E6238EC4E51A,否,否,仓库
amazonOrderId,string,是,,111-1111745-7011114,,亚马逊订单ID,amazonOrderId,LX-E6696C712FDB,否,否,订单号
data,array,否,,,,,data,LX-E6696C712FDB,否,否,
asin,string,是,,B01111RQCF,,asin,data[].asin,LX-E6696C712FDB,否,否,ASIN
asinUrl,string,否,,https://www.amazon.com/dp/B111111,,asinUrl,data[].asinUrl,LX-E6696C712FDB,否,否,ASIN
itemList,array,否,,,,退款费用项目列表,data[].itemList,LX-E6696C712FDB,否,否,
amount,number,否,,192.78,,金额,data[].itemList.amount,LX-E6696C712FDB,否,否,
currencyCode,string,是,,USD,,货币编码,data[].itemList.currencyCode,LX-E6696C712FDB,否,否,
icon,string,否,,$,,货币符号,data[].itemList.icon,LX-E6696C712FDB,否,否,
name,string,否,,商品,,费用名称,data[].itemList.name,LX-E6696C712FDB,否,否,
refundedPrice,string,否,,0.00,,已申请退款金额,data[].itemList.refundedPrice,LX-E6696C712FDB,否,否,
returnAmount,string,是,,1999,,本次申请退款金额,data[].itemList.returnAmount,LX-E6696C712FDB,否,否,
type,string,是,,Principal,,费用类型,data[].itemList.type,LX-E6696C712FDB,否,否,
itemRefundTotal,string,是,,208.68,,,data[].itemRefundTotal,LX-E6696C712FDB,否,否,
orderItemId,string,是,,54278911110546,,商品行id,data[].orderItemId,LX-E6696C712FDB,否,否,订单号
quantityOrdered,number,是,,1,,下单数量,data[].quantityOrdered,LX-E6696C712FDB,否,否,订单号
quantityShipped,number,是,,1,,到货数量,data[].quantityShipped,LX-E6696C712FDB,否,否,
reason,string,是,,GeneralAdjustment,,退款原因 CustomerReturn GeneralAdjustment,data[].reason,LX-E6696C712FDB,否,否,
sellerSku,string,是,,171111023,,msku,data[].sellerSku,LX-E6696C712FDB,否,否,"店铺, MSKU, SKU"
smallImageUrl,string,否,,,,商品图片,data[].smallImageUrl,LX-E6696C712FDB,否,否,
title,string,是,,xxxx,,商品名称,data[].title,LX-E6696C712FDB,否,否,
unitPriceAmount,number,否,,192.78,,单价,data[].unitPriceAmount,LX-E6696C712FDB,否,否,
unitPriceIcon,string,否,,$,,商品单价货币符号,data[].unitPriceIcon,LX-E6696C712FDB,否,否,
purchaseDateLocal,string,是,,2025-10-24 20:17:13,,订购时间,purchaseDateLocal,LX-E6696C712FDB,否,是,
sid,number,是,,17,,店铺id,sid,LX-E6696C712FDB,否,否,店铺
currencyCode,string,否,原币种】,CNY,,币种code【默认原币种】,currencyCode,LX-E67765C12B1D,否,否,
endDate,string,是,,2023-10-20,,结束时间【结算时间，双闭区间】 按天：开始结束时间间隔最长不能跨度 31 天，格式：Y-m-d 按月：开始结束时间年月相同，格式：Y-m,endDate,LX-E67765C12B1D,否,是,
length,int,否,,1000,,分页长度，上限10000,length,LX-E67765C12B1D,是,否,
mids,array,否,,[2],,站点id,mids,LX-E67765C12B1D,否,否,
monthlyQuery,boolean,否,】,false,,是否按月查询： false 按天【默认值】 true 按月,monthlyQuery,LX-E67765C12B1D,否,否,
offset,int,否,,0,,分页偏移量,offset,LX-E67765C12B1D,是,否,
orderStatus,string,否,】,"""Disbursed""",,交易状态 Deferred 已推迟 Disbursed 已发放【默认】 DisbursedAndPreSettled 已发放（含预结算） All 全部,orderStatus,LX-E67765C12B1D,否,否,订单号
sids,array,否,,[110],,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sids,LX-E67765C12B1D,否,否,店铺
startDate,string,是,,2023-09-21,,开始时间【结算时间，双闭区间】 按天：开始结束时间间隔最长不能跨度 31 天，格式：Y-m-d 按月：开始结束时间年月相同，格式：Y-m,startDate,LX-E67765C12B1D,否,是,
summaryEnabled,boolean,否,true,false,,是否按店铺汇总返回： false 默认值 true,summaryEnabled,LX-E67765C12B1D,否,否,店铺
taskNo,string,否,,292558315891339776,,异步任务编号,taskNo,LX-E726A7FC946C,否,否,
orderNo,string,是,,OWS241231002,,备货单号,orderNo,LX-E8270027E4C1,否,否,订单号
data,array,是,,,,请求数据,data,LX-E85460D3A0AD,否,否,
brand_code,string,否,,,,品牌简码,data[].brand_code,LX-E85460D3A0AD,否,否,
id,int,否,,12,,为空时表新增，不为空时表编辑，[查询本地产品品牌列表](docs/Product/Brand)对应bid字段,data[].id,LX-E85460D3A0AD,否,否,
title,string,是,,华为2,,品牌名称,data[].title,LX-E85460D3A0AD,否,否,
custom_receive_time,string,否,,2023-05-30,,自定义收货时间， 自定义日期须早于请求当天日期,custom_receive_time,LX-E8B767C41774,否,是,
expect_arrival_time,string,否,取自收货单,2023-06-01,,预计收货时间，不传时默认取自收货单,expect_arrival_time,LX-E8B767C41774,否,是,
item_list,array,是,,,,收货明细,item_list,LX-E8B767C41774,否,否,
id,int,是,,134624,,收货单子项id，[查询收货单列表](docs/Warehouse/PurchaseReceiptOrderList)接口对应字段【item_id】,item_list[].id,LX-E8B767C41774,否,否,"订单号, 仓库"
product_receive_num,int,是,,10,,收货量，收货量必须大于0,item_list[].product_receive_num,LX-E8B767C41774,否,否,
remark,string,否,取自收货单,易碎产品,,备注，最大支持255个字符，不传时默认取自收货单,item_list[].remark,LX-E8B767C41774,否,否,
logistics_company,string,否,取自收货单,京东快递,,物流商，不传时默认取自收货单,logistics_company,LX-E8B767C41774,否,否,
logistics_order_no,string,否,取自收货单,JD100001,,物流单号，仅支持字母、数字、下划线、中横线，不传时默认取自收货单,logistics_order_no,LX-E8B767C41774,否,否,订单号
order_sn,string,是,,CR230520001,,收货单号,order_sn,LX-E8B767C41774,否,否,订单号
other_fee,number,否,取自收货单,2,,其他费用，仅支持2位小数，不传时默认取自收货单,other_fee,LX-E8B767C41774,否,否,
remark,string,否,取自收货单,加急,,备注，最大支持255个字符，不传时默认取自收货单,remark,LX-E8B767C41774,否,否,
shipping_cost,number,否,取自收货单,10,,运费，仅支持2位小数，不传时默认取自收货单,shipping_cost,LX-E8B767C41774,否,否,
currency_type,int,是,,1,,币种： 0原币种 1 CNY 2 USD 3 EUR 4 JPY 5 AUD 6 CAD 7 MXN 8 GBP 9 INR 10 AED 11 SGD 12 SAR 13 BRL 14 SEK 15 PLN 16 TRY,currency_type,LX-E9129B6BC59E,否,否,
end_date,string,是,,2023-01-30,,结算结束时间筛选,end_date,LX-E9129B6BC59E,否,是,
length,int,是,,20,,分页长度,length,LX-E9129B6BC59E,是,否,
offset,int,是,,0,,分页偏移量,offset,LX-E9129B6BC59E,是,否,
send_date_end,string,否,,2023-01-15,,发货日期结束筛选时间，小于等于结算结束时间,send_date_end,LX-E9129B6BC59E,否,是,
send_date_start,string,否,,2023-01-01,,发货日期开始筛选时间，大于等于结算开始时间,send_date_start,LX-E9129B6BC59E,否,是,
sids,string,是,,"1,2,3",,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sids,LX-E9129B6BC59E,否,否,店铺
start_date,string,是,,2023-01-01,,结算开始时间筛选,start_date,LX-E9129B6BC59E,否,是,
length,int,是,,20,,分页长度,length,LX-E95A3442D310,是,否,
offset,int,是,,0,,分页偏移量,offset,LX-E95A3442D310,是,否,
anomaly_indicator,array,否,,"[""commodity_policy_compliance""]",,异常指标： commodity_policy_compliance 商品政策合规性 on_time_delivery 准时交货率 valid_tracking 有效追踪率 pre_fulfillment_cancellation 预配送取消率 late_shipment 迟发率 invoice_defect 发票缺陷率 fba_order_with_defect FBA订单缺陷率 order_with_defect FBM订单缺陷率,anomaly_indicator,LX-EA8918986608,否,是,订单号
length,int,否,20,20,,分页长度，默认20，上限200,length,LX-EA8918986608,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-EA8918986608,是,否,
search_field_time,string,否,,pull_date,pull_date 报表获取时间 update_date 更新时间,搜索时间类型： pull_date 报表获取时间 update_date 更新时间,search_field_time,LX-EA8918986608,否,是,
search_time,string,否,,2024-08-05,,搜索时间，格式：Y-m-d,search_time,LX-EA8918986608,否,是,
sids,string,否,,"135,141,145,148",,店铺id，多个使用英文逗号分隔 ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sids,LX-EA8918986608,否,否,店铺
adGroupIds,array,否,,"[123456789,987654321]",,广告组ID列表，Long数组，按广告组ID筛选,adGroupIds,LX-EAFAEC4B71CF,否,否,
advertiserIds,array,是,,"[123456789012345,987654321098765]",,广告账号ID列表，BigInteger数组，必填，必须至少选择一个店铺,advertiserIds,LX-EAFAEC4B71CF,否,否,"店铺, 广告账号"
campaignIds,array,否,,"[123456789,987654321]",,广告活动ID列表，Long数组，按广告活动ID筛选,campaignIds,LX-EAFAEC4B71CF,否,否,
campaignType,array,是,,"[""sba""]","sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)","广告活动类型列表，String数组，必填，枚举值：sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)。注意：查询SB广告报告必须且只能携带sba",campaignType,LX-EAFAEC4B71CF,否,否,
day,int,否,14天,14,"3, 14, 30，默认14天","归因天数，数据归因天数，枚举值：3, 14, 30，默认14天",day,LX-EAFAEC4B71CF,否,否,
endDate,string,是,,2024-12-31,,结束日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,endDate,LX-EAFAEC4B71CF,否,是,
orderField,string,否,按广告花费倒序,adSpend,,排序字段，支持对查询结果中的任意字段进行排序（驼峰命名）。包括：基础指标(numAdsShown/numAdsClicks/adSpend)、销售指标(attributedSales/attributedOrders/attributedUnits/advertisedSkuSales/advertisedSkuUnits)、关联指标(otherSkuSales/otherSkuUnits)、品牌新买家指标(ntbOrders/ntbRevenue/ntbUnits)、计算指标(cpc/ctr/cvr/acos/roas/aov/cpa)、时间字段(startDate/endDate/entityCreateAt)等所有返回的报表字段。不传时默认按广告花费倒序,orderField,LX-EAFAEC4B71CF,否,是,"SKU, 订单号"
orderType,string,否,ASC,DESC,"ASC-升序, DESC-降序，不传时默认ASC","排序类型，枚举值：ASC-升序, DESC-降序，不传时默认ASC",orderType,LX-EAFAEC4B71CF,否,否,订单号
pageNum,int,否,,1,,页码，分页时的页码，从1开始,pageNum,LX-EAFAEC4B71CF,是,否,
pageSize,int,否,,20,,每页大小，分页时每页显示的记录数，最大200,pageSize,LX-EAFAEC4B71CF,是,否,
paging,boolean,否,为true,1,,是否分页，默认为true,paging,LX-EAFAEC4B71CF,是,否,
searchText,string,否,,双十一促销广告,,搜索文本，模糊搜索广告名称（ad_name）,searchText,LX-EAFAEC4B71CF,否,否,
searchType,string,否,,,,搜索类型，目前不用传,searchType,LX-EAFAEC4B71CF,否,否,
startDate,string,是,,2024-01-01,,开始日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,startDate,LX-EAFAEC4B71CF,否,是,
status,array,否,,"[""enabled"",""disabled""]","enabled-启用, disabled-禁用","广告状态列表，String数组，枚举值：enabled-启用, disabled-禁用",status,LX-EAFAEC4B71CF,否,否,
overseas_order_no,string,是,,OWS241231002,,备货单号,overseas_order_no,LX-EB2B3813F515,否,否,订单号
length,int,否,20,20,,分页长度，默认20,length,LX-EB69D6DC93FB,是,否,
msku,string,是,,JJ002,,MSKU,msku,LX-EB69D6DC93FB,否,否,"MSKU, SKU"
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-EB69D6DC93FB,是,否,
operate_time_end,string,否,,2022-10-01 11:22:00,,结束时间【操作时间】，格式：Y-m-d H:i:s,operate_time_end,LX-EB69D6DC93FB,否,是,
operate_time_start,string,否,,2021-09-01 01:22:00,,开始时间【操作时间】，格式：Y-m-d H:i:s,operate_time_start,LX-EB69D6DC93FB,否,是,
operate_type,array,否,,"[1,2,3,4,5]",1 调价 2 调库存 3 修改标题 4 编辑商品 5 B2B调价,操作类型： 1 调价 2 调库存 3 修改标题 4 编辑商品 5 B2B调价,operate_type,LX-EB69D6DC93FB,否,否,
operate_uid,array,否,,[128620],,操作人id,operate_uid,LX-EB69D6DC93FB,否,否,
sid,string,是,,17,,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sid,LX-EB69D6DC93FB,否,否,店铺
inbound_order_no,array,是,,,,客户参考号 数组,inbound_order_no,LX-EBADE37CF17C,否,否,订单号
id,string,否,,13,,仓位ID，字符串id，多个使用英文逗号分隔,id,LX-EC6F4C39346F,否,否,
limit,int,否,20条,20,,限制条数，默认20条,limit,LX-EC6F4C39346F,是,否,
offset,int,否,为0,0,,分页偏移量，默认为0,offset,LX-EC6F4C39346F,是,否,
status,string,否,,2,,仓位状态： 1 禁用 2 启用,status,LX-EC6F4C39346F,否,否,
type,string,否,,5,5 可用 6 次品,仓位类型： 5 可用 6 次品,type,LX-EC6F4C39346F,否,否,
wid,string,否,,5,,仓库ID，字符串id，多个使用英文逗号分隔,wid,LX-EC6F4C39346F,否,否,仓库
date_type,int,否,,3,1 质检时间，2 收货时间，3 创建时间,查询时间类型：1 质检时间，2 收货时间，3 创建时间,date_type,LX-ECAEE8038F87,否,是,
end_date,string,否,,2024-07-30,,结束时间,end_date,LX-ECAEE8038F87,否,是,
length,int,否,为200,20,,分页长度，默认为200，上限500,length,LX-ECAEE8038F87,是,否,
offset,int,否,为0,0,,分页偏移量，默认为0,offset,LX-ECAEE8038F87,是,否,
qc_sns,string,否,,QC240730019,,质检单号，多个使用英文逗号分隔,qc_sns,LX-ECAEE8038F87,否,否,
start_date,string,否,,2024-07-30,,开始时间,start_date,LX-ECAEE8038F87,否,是,
status,string,否,,0,,状态，多个使用英文逗号分隔： 0 待质检 1 已质检 2 已免检 10 已质检（撤销） 20 已免检（撤销）,status,LX-ECAEE8038F87,否,否,
wid,string,否,,1643,,仓库id，多个用英文逗号分隔,wid,LX-ECAEE8038F87,否,否,仓库
orderSn,array,否,,"[""OB250227001""]",,出库单单号,orderSn,LX-ECC5B6E072BC,否,否,订单号
isBatchConfirm,int,是,,0,,是否批量确认 0：否 1：是,isBatchConfirm,LX-EE2593BAC4F5,否,否,
woIds,array,是,,"[""123456"",""789012""]",,订单IDs,woIds,LX-EE2593BAC4F5,否,否,订单号
endDate,string,否,,2026-04-28,,截至时间 yyyy-MM-dd,endDate,LX-EE7D15BC8C4F,否,是,
relateSnType,int,否,,3,,"单据类型 1-发货计划，2-发货单,3-FBA货件,4-海外仓备货单,5-VC货件",relateSnType,LX-EE7D15BC8C4F,否,否,
searchField,string,否,,relate_sn,,搜索字段 关联单号：relate_sn MSKU:msku SKU:sku FNSKU:fnsku,searchField,LX-EE7D15BC8C4F,否,否,"MSKU, SKU"
searchValue,string,否,,PL260421003,,搜索值,searchValue,LX-EE7D15BC8C4F,否,否,
startDate,string,否,,2026-04-22,,开始时间 yyyy-MM-dd,startDate,LX-EE7D15BC8C4F,否,是,
fnsku,string,否,,,,fnsku,fnsku,LX-EECD62D39B8C,否,否,SKU
matchAll,int,否,0,0,,是否配对海外仓所有仓库，0否；1是，默认0,matchAll,LX-EECD62D39B8C,否,否,仓库
matchNum,int,是,,1,,整箱配对数量,matchNum,LX-EECD62D39B8C,否,否,
productId,int,是,,2132,,商品id,productId,LX-EECD62D39B8C,否,否,
sellerId,string,否,,,,店铺id,sellerId,LX-EECD62D39B8C,否,否,店铺
twId,int,是,,7788,,三方仓id,twId,LX-EECD62D39B8C,否,否,仓库
twpId,int,是,,1393275,,三方商品id,twpId,LX-EECD62D39B8C,否,否,
wpId,int,是,,1666,,三方服务商id,wpId,LX-EECD62D39B8C,否,否,
fulfillment_channel,string,否,,FBA,,配送方式： FBA FBA MFN FBM,fulfillment_channel,LX-EF34B93FBA6A,否,否,
length,int,否,20,20,,分页长度，默认20，上限200,length,LX-EF34B93FBA6A,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-EF34B93FBA6A,是,否,
pxc_health,array,否,,"[""0""]",,满意度状况： -1 反馈不足 0 极差 1 不合格 2 一般 3 良好 4 极好,pxc_health,LX-EF34B93FBA6A,否,否,
return_badge,array,否,,,,退货标记， Yes No At_Risk,return_badge,LX-EF34B93FBA6A,否,否,
search_field,string,否,,msku,asin ASIN msku MSKU sku SKU,搜索类型： asin ASIN msku MSKU sku SKU,search_field,LX-EF34B93FBA6A,否,否,"MSKU, ASIN, SKU"
search_value,array,否,,MSKU4C1DA7B,,搜索值,search_value,LX-EF34B93FBA6A,否,否,
sids,array,否,,25,,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sids,LX-EF34B93FBA6A,否,否,店铺
amazonOrderId,string,是,,1,,亚马逊订单ID,amazonOrderId,LX-EFB08467128D,否,否,订单号
sid,int,是,,1,,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sid,LX-EFB08467128D,否,否,店铺
api_spu,string,否,,,,SPU（填写时属性列表必填，同时填写且为空时取消关联）,api_spu,LX-F00018116434,否,否,
api_spu_attribute,array,否,,,,属性列表（填写时spu必填，同时填写且为空时取消关联）,api_spu_attribute,LX-F00018116434,否,否,
pa_id,int,是,,,,属性ID,api_spu_attribute[].pa_id,LX-F00018116434,否,否,
pai_id,int,是,,,,属性值ID,api_spu_attribute[].pai_id,LX-F00018116434,否,否,
aux_relation_list,array,否,,,,辅料列表,aux_relation_list,LX-F00018116434,否,否,
aux_qty,int,否,,,,辅料比例（辅料）,aux_relation_list[].aux_qty,LX-F00018116434,否,否,
aux_sku,string,是,,,,辅料sku,aux_relation_list[].aux_sku,LX-F00018116434,否,否,SKU
sku_qty,int,否,,,,辅料比例（主料）,aux_relation_list[].sku_qty,LX-F00018116434,否,否,SKU
bg_customs_export_name,string,否,,,,报关：申报品名(中文),bg_customs_export_name,LX-F00018116434,否,否,
bg_customs_import_name,string,否,,,,报关：申报品名(英文),bg_customs_import_name,LX-F00018116434,否,否,
bg_customs_import_price,string,否,,,,报关：申报金额,bg_customs_import_price,LX-F00018116434,否,否,
bg_export_hs_code,string,否,,,,报关：HS Code(中国),bg_export_hs_code,LX-F00018116434,否,否,
brand,string,否,,,,品牌,brand,LX-F00018116434,否,否,
brand_id,int,否,,,,品牌id，与品牌同时存在时，优先取品牌id,brand_id,LX-F00018116434,否,否,
category,string,否,,,,分类,category,LX-F00018116434,否,否,
category_id,int,否,,,,分类id，与分类同时存在时，优先取分类id,category_id,LX-F00018116434,否,否,
cg_box_height,string,否,,,,采购：外箱规格-高（CM）,cg_box_height,LX-F00018116434,否,否,
cg_box_length,string,否,,,,采购：外箱规格-长（CM）,cg_box_length,LX-F00018116434,是,否,
cg_box_pcs,int,否,,,,采购：单箱数量（包装数量）,cg_box_pcs,LX-F00018116434,否,否,
cg_box_weight,string,否,,,,采购：单箱重量（KG）,cg_box_weight,LX-F00018116434,否,否,
cg_box_width,string,否,,,,采购：外箱规格-宽（CM）,cg_box_width,LX-F00018116434,否,否,仓库
cg_delivery,int,否,,,,采购：采购交期,cg_delivery,LX-F00018116434,否,否,
cg_opt_uid,int,否,,,,采购：采购员id，与采购员名同时填写时，以采购员id为准,cg_opt_uid,LX-F00018116434,否,否,
cg_opt_username,string,否,,,,采购：采购员名,cg_opt_username,LX-F00018116434,否,否,
cg_package_height,string,否,,,,采购：包装规格-高（CM）,cg_package_height,LX-F00018116434,否,否,
cg_package_length,string,否,,,,采购：包装规格-长（CM）,cg_package_length,LX-F00018116434,是,否,
cg_package_width,string,否,,,,采购：包装规格-宽（CM）,cg_package_width,LX-F00018116434,否,否,仓库
cg_price,string,否,,,,采购：采购成本（RMB）,cg_price,LX-F00018116434,否,否,
cg_product_gross_weight,string,否,,,,采购：单品毛重（G）,cg_product_gross_weight,LX-F00018116434,否,否,
cg_product_height,string,否,,,,采购：单品规格-高（CM）,cg_product_height,LX-F00018116434,否,否,
cg_product_length,string,否,,,,采购：单品规格-长（CM）,cg_product_length,LX-F00018116434,是,否,
cg_product_material,string,否,,,,采购：商品材质,cg_product_material,LX-F00018116434,否,否,
cg_product_net_weight,string,否,,,,采购：单品净重（G）,cg_product_net_weight,LX-F00018116434,否,否,
cg_product_width,string,否,,,,采购：单品规格-宽（CM）,cg_product_width,LX-F00018116434,否,否,仓库
clearance,object,否,,,,清关数据,clearance,LX-F00018116434,否,否,
allocation_remark,string,否,,,,清关：配货备注,clearance.allocation_remark,LX-F00018116434,否,否,
customs_clearance_brand_type,int,否,,,1 无品牌，2 境内自主品牌，3 境内收购品牌，4 境外品牌（贴牌生产），5 境外品牌（其他）,清关：品牌类型：1 无品牌，2 境内自主品牌，3 境内收购品牌，4 境外品牌（贴牌生产），5 境外品牌（其他）,clearance.customs_clearance_brand_type,LX-F00018116434,否,否,
customs_clearance_en_material,string,否,,,,清关：英文材质,clearance.customs_clearance_en_material,LX-F00018116434,否,否,
customs_clearance_en_usage,string,否,,,,清关：英文用途,clearance.customs_clearance_en_usage,LX-F00018116434,否,否,
customs_clearance_internal_code,string,否,,,,清关：内部编码,clearance.customs_clearance_internal_code,LX-F00018116434,否,否,
customs_clearance_material,string,否,,,,清关：中文材质,clearance.customs_clearance_material,LX-F00018116434,否,否,
customs_clearance_pic_url,string,否,,,,清关：清关图片,clearance.customs_clearance_pic_url,LX-F00018116434,否,否,
customs_clearance_preferential,int,否,,,,清关：出口享惠情况：1 不享惠，2 享惠，3 不确定享惠情况,clearance.customs_clearance_preferential,LX-F00018116434,否,否,
customs_clearance_product_pattern,string,否,,,,清关：产品型号,clearance.customs_clearance_product_pattern,LX-F00018116434,否,否,
customs_clearance_usage,string,否,,,,清关：中文用途,clearance.customs_clearance_usage,LX-F00018116434,否,否,
weaving_mode,int,否,,1,,织造方式：1 针织，2 梭织,clearance.weaving_mode,LX-F00018116434,否,否,
currency,string,否,,,,报关：申报金额的币种,currency,LX-F00018116434,否,否,
custom_fields,自定义字段,否,,,,[array],custom_fields,LX-F00018116434,否,否,
