interface_id,level_1_module,level_2_module,level_3_module,interface_name,document_title,document_path,http_method,api_path,purpose,token_bucket_capacity,directory_chain,system_modules,remarks,is_read,is_write,has_side_effect,priority,phase_one,pagination_method,max_page_size_or_length,returns_total,supports_incremental_sync,incremental_time_fields,max_query_range,recommended_sync_strategy,filter_action,filter_reason
LX-5470F505D06E,客服,,,查询售后工单列表,查询售后工单列表,/docs/Service/AfterSalesWorkOrderList.md,POST,/pb/mp/returns/workOrder/list,查询售后工单列表,10,客服 / 查询售后工单列表,"售后, 销售",,是,否,否,P0,是,offset/length,500,是,是,"date_type, start_time, end_time",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-95DD19D356E9,客服,,,查询客户列表（新）,查询客户列表（新）,/docs/Service/customerServiceCrmcustomerIndex.md,POST,/basicOpen/customerService/crm/customer/index,查询客户列表（新）,1,客服 / 查询客户列表（新）,售后,,是,否,否,P1,否,offset/length,200,是,是,"date_field, start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-C1830CE93E50,客服,,,查询客户列表（旧）,查询客户列表（旧）,/docs/Service/CustomerList.md,POST,/bd/crm/open/api/customer/list,本接口即将下线，请尽快切换到：[查询客户列表（新）](docs/Service/customerServiceCrmcustomerIndex),10,客服 / 查询客户列表（旧）,售后,,是,否,否,P3,否,offset/length,,是,是,"time_search_type, start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-EA8918986608,客服,,,查询店铺绩效列表,查询店铺绩效列表,/docs/Service/storePerformanceList.md,POST,/basicOpen/customerService/storeTarget/list,查询店铺绩效列表,1,客服 / 查询店铺绩效列表,售后,,是,否,否,P0,是,offset/length,200,是,是,"search_field_time, search_time, anomaly_indicator",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-54F0AD822356,客服,,,查询店铺绩效详情,查询店铺绩效详情,/docs/Service/PerformanceNoticeDetail.md,POST,/basicOpen/customerService/storeTarget/detail,查询店铺绩效详情,1,客服 / 查询店铺绩效详情,售后,,是,否,否,P0,是,无,,是,是,pullDate,,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-D27EF46B3ADF,客服,,,查询评价管理 4-5星Feedback列表,查询评价管理 4-5星Feedback列表,/docs/Service/FeedbackList.md,POST,/erp/sc/cs/feedback/list,查询评价管理 4-5星Feedback列表,1,客服 / 查询评价管理-4-5星Feedback列表,售后,,是,否,否,P1,否,offset/length,,是,是,"start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-B75C246341A6,客服,,,查询评价统计-Feedback列表,查询评价统计-Feedback列表,/docs/Service/feedbackLists.md,POST,/erp/sc/cs/feedbackReport/lists,查询评价统计-Feedback列表,1,客服 / 查询评价统计-Feedback列表,"售后, 运营",,是,否,否,P1,否,offset/length,,是,是,"start_date, end_date",不超过1年,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-BFDF4705FFBD,客服,,,查询评价统计-Feedback每日新增数,查询评价统计-Feedback每日新增数,/docs/Service/feedbackDetail.md,POST,/erp/sc/cs/feedbackReport/detail,查询评价统计-Feedback每日新增数,3,客服 / 查询评价统计-Feedback每日新增数,"售后, 运营",,是,否,否,P1,否,无,,是,是,"start_date, end_date",不超过1年,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-2C7CF1CE8AAE,客服,,,查询评价统计-Review列表,查询评价统计-Review列表,/docs/Service/reviewLists.md,GET,/erp/sc/v2/cs/reviewReport/lists,查询评价统计-Review列表,1,客服 / 查询评价统计-Review列表,"售后, 运营",,是,否,否,P1,否,offset/length,,是,是,"start_date, end_date",不超过1年,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-2D4837A1809E,客服,,,查询评价统计-Review每日新增数,查询评价统计-Review每日新增数,/docs/Service/reviewDetail.md,POST,/erp/sc/cs/reviewReport/detail,查询评价统计-Review每日新增数,3,客服 / 查询评价统计-Review每日新增数,"售后, 运营",,是,否,否,P1,否,无,,是,是,"start_date, end_date",不超过1年,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-61BD491411AA,客服,,,查询邮件列表,查询邮件列表,/docs/Service/lists.md,POST,/erp/sc/data/mail/lists,支持查询【邮件消息】列表,1,客服 / 查询邮件列表,售后,,是,否,否,P1,否,offset/length,,是,是,"start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-5F14BE8D2BD0,客服,,,查询邮件详情,查询邮件详情,/docs/Service/detail.md,POST,/erp/sc/data/mail/detail,支持获取邮件内容详情,3,客服 / 查询邮件详情,售后,,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-4EDA0C221DF4,工具,,,关键词列表,关键词列表,/docs/Tools/GetKeywordList.md,POST,/erp/sc/routing/tool/toolKeywordRank/getKeywordList,关键词列表,1,工具 / 关键词列表,广告,,是,否,否,P1,否,offset/length,2000,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-001128D990D5,工具,,,查询竞品监控列表,查询竞品监控列表,/docs/Tools/CompetitiveMonitorList.md,POST,/basicOpen/tool/competitiveMonitor/list,查询竞品监控列表,1,工具 / 查询竞品监控列表,工作台,,是,否,否,P1,否,offset/length,200,是,是,"update_time_start, update_time_end",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-8DD1FB86D648,工具,,,查询预警消息列表-商品,查询预警消息列表-商品,/docs/Tools/warningMessageGoodsList.md,POST,/basicOpen/settings/warningMessage/goodsList,查询预警消息列表-商品,1,工具 / 查询预警消息列表-商品,运营,,是,否,否,P0,是,offset/length,200,是,是,"start_date, end_date",不超过90天,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-8F9A0C4E13C0,工具,,,查询预警消息列表-库存,查询预警消息列表-库存,/docs/Tools/warningMessageInventoryList.md,POST,/basicOpen/settings/warningMessage/inventoryList,查询预警消息列表-库存,1,工具 / 查询预警消息列表-库存,"仓库, 运营",,是,否,否,P0,是,offset/length,200,是,是,"start_date, end_date",不超过90天,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-5852A627B6FE,授权,,,续约接口令牌,续约接口令牌,/docs/Authorization/RefreshToken.md,POST,/api/auth-server/oauth/refresh,给 access_token 延续有效期，每个refresh_token 只能使用一次,100,授权 / 续约接口令牌,工作台,,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-9118DDA102D0,授权,,,获取 access-token和refresh-token,获取 access-token和refresh-token,/docs/Authorization/GetToken.md,POST,/api/auth-server/oauth/access-token,获取 access-token和refresh-token,100,授权 / 获取接口令牌-access_token,工作台,,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-EE2593BAC4F5,物流,,,FBM物流对账-确认/批量确认,FBM物流对账-确认/批量确认,/docs/Logistics/LogisticsBillConfirm.md,POST,/basicOpen/logistics/logisticsBill/confirm,对FBM物流账单进行确认或批量确认操作,1,物流 / FBM物流对账-确认/批量确认,财务,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-081EC270CC8F,物流,,,头程对账列表,头程对账列表,/docs/Logistics/HeadLogisticsReconciliationList.md,POST,/basicOpen/logistics/headLogisticsReconciliation/list,查询头程物流对账列表，对应系统【供应链】>【头程物流对账】数据,1,物流 / 头程对账列表,工作台,,是,否,否,P1,否,offset/length,200,是,是,"searchFieldTime, startDate, endDate",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-F83A1BAC3521,物流,,,批量添加头程物流商,批量添加头程物流商,/docs/Logistics/AddProviders.md,POST,/erp/sc/routing/tms/FirstVessel/addProviders,支持批量创建头程物流商到领星ERP,1,物流 / 批量添加头程物流商,工作台,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-AF600FDF4D6E,物流,,,批量添加头程物流方式,批量添加头程物流方式,/docs/Logistics/AddChannels.md,POST,/erp/sc/routing/tms/FirstVessel/addChannels,支持批量添加头程物流方式到领星ERP，对应系统功能【物流】>【头程物流】>【物流渠道】,1,物流 / 批量添加头程物流方式,工作台,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-E95A3442D310,物流,,,查询头程物流渠道列表,查询头程物流渠道列表,/docs/Logistics/ChannelList.md,POST,/erp/sc/data/local_inventory/channelList,对应系统【物流】-》【头程物流】-》【物流渠道】数据,1,物流 / 查询头程物流渠道列表,工作台,,是,否,否,P1,否,offset/length,,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-043952293C81,物流,,,查询已启用的自发货物流方式,查询已启用的自发货物流方式,/docs/Logistics/listUsedLogisticsType.md,POST,/erp/sc/routing/wms/WmsLogistics/listUsedLogisticsType,支持查询已启用的自发货物流方式，对应系统【物流】>【物流管理】当中的 API 物流、三方仓物流、平台物流、自定义物流列表,1,物流 / 查询已启用的自发货物流方式,工作台,,否,是,是,P2,否,其他,,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-725F26FDC523,物流,,,查询物流-头程物流商,查询物流-头程物流商,/docs/Logistics/QueryHeadLogisticsProvider.md,POST,/basicOpen/logistics/headLogisticsProvider/query/list,支持查询物流-头程物流商，默认返回已启用现结api对接的物流商。,1,物流 / 查询头程物流商列表,工作台,,是,否,否,P1,否,其他,,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-7F9838344C2B,物流,,,查询运输方式列表,查询运输方式列表,/docs/Logistics/transportMethodList.md,POST,/basicOpen/businessConfig/transportMethod/list,支持查询自定义运输方式，对应系统【设置】>【业务配置】>【物流】当中的运输方式,1,物流 / 查询运输方式列表,工作台,,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-65E684431831,目标管理,,,店铺维度-删除目标,店铺维度-删除目标,/docs/TargetManage/StoreBatchDelete.md,POST,/bd/goal/management/open/store/batchDelete,店铺维度-删除目标,10,目标管理 / 店铺维度-批量删除目标,运营,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-532ADAD560E1,目标管理,,,店铺维度-新增/更新目标,店铺维度-新增/更新目标,/docs/TargetManage/StoreBatchOperate.md,POST,/bd/goal/management/open/store/batchOperate,店铺维度-新增/更新目标,10,目标管理 / 店铺维度-批量新增/更新目标,运营,,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-C3C3157EC484,目标管理,,,店铺维度-查询目标,店铺维度-查询目标,/docs/TargetManage/StoreBatchSelect.md,POST,/bd/goal/management/open/store/batchSelect,店铺维度-查询目标,10,目标管理 / 店铺维度-批量查询目标,运营,,是,否,否,P0,是,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-D4AEBED1B7C5,目标管理,,,负责人维度-删除目标,负责人维度-删除目标,/docs/TargetManage/UserBatchDelete.md,POST,/bd/goal/management/open/user/batchDelete,负责人维度-删除目标,10,目标管理 / 组织维度-批量删除目标,运营,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-81721F0D55C3,目标管理,,,负责人维度-新增/更新目标,负责人维度-新增/更新目标,/docs/TargetManage/UserBatchOperate.md,POST,/bd/goal/management/open/user/batchOperate,负责人维度-新增/更新目标,10,目标管理 / 组织维度-批量新增/更新目标,运营,,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-CEFFEEDBFB8D,目标管理,,,负责人维度-查询目标,负责人维度-查询目标,/docs/TargetManage/UserBatchSelect.md,POST,/bd/goal/management/open/user/batchSelect,负责人维度-查询目标,10,目标管理 / 组织维度-批量查询目标,运营,,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-7A8CF9DA594A,统计,,,创建报告,创建报告,/docs/Statistics/CreateReport.md,POST,/openReport/report/task/createReport,此接口为异步创建,1,统计 / 创建报告,运营,,否,是,是,P2,否,无,,否,是,"dataStartTime, dataEndTime",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-F8006AE8F077,统计,,,创建移除订单,创建移除订单,/docs/Statistics/CreateRemovalOrder.md,POST,/erp/sc/statistic/removalOrder/createAndCommit,创建移除订单,1,统计 / 创建移除订单,"销售, 运营",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-0070B9951962,统计,,,库存报表-本地仓-历史报表-明细,库存报表-本地仓-历史报表-明细,/docs/Statistics/LocalDetailList.md,POST,/erp/sc/routing/inventoryLog/WareHouseReport/getLocalWareHouseDetailList,库存报表-本地仓-历史报表-明细,1,统计 / 库存报表-本地仓-历史报表-明细,运营,,是,否,否,P0,是,offset/length,,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-171BF687A225,统计,,,库存报表-本地仓-历史报表-汇总,库存报表-本地仓-历史报表-汇总,/docs/Statistics/LocalAggregateList.md,POST,/erp/sc/routing/inventoryLog/WareHouseReport/getLocalWareHouseSummaryList,库存报表-本地仓-历史报表-汇总,1,统计 / 库存报表-本地仓-历史报表-汇总,运营,,是,否,否,P0,是,无,,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-FCDF84763AAF,统计,,,库存报表-本地仓-新报表-明细,库存报表-本地仓-新报表-明细,/docs/Statistics/LocalDetailListNew.md,POST,/inventory/center/openapi/storageReport/local/detail/page,库存报表-本地仓-新报表-明细,3,统计 / 库存报表-本地仓-新报表-明细,运营,,是,否,否,P0,是,offset/length,,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-5891B9352423,统计,,,库存报表-本地仓-新报表-汇总,库存报表-本地仓-新报表-汇总,/docs/Statistics/LocalAggregateListNew.md,POST,/inventory/center/openapi/storageReport/local/aggregate/list,库存报表-本地仓-新报表-汇总,3,统计 / 库存报表-本地仓-新报表-汇总,运营,,是,否,否,P0,是,无,,否,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-3D1F244FB7C8,统计,,,库存报表-海外仓-历史报表-明细,库存报表-海外仓-历史报表-明细,/docs/Statistics/OverseasDetailList.md,POST,/erp/sc/routing/inventoryLog/WareHouseReport/getOverSeaDetailList,库存报表-海外仓-历史报表-明细,1,统计 / 库存报表-海外仓-历史报表-明细,运营,,是,否,否,P0,是,offset/length,,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-A5CE884A505B,统计,,,库存报表-海外仓-历史报表-汇总,库存报表-海外仓-历史报表-汇总,/docs/Statistics/OverseasAggregateList.md,POST,/erp/sc/routing/inventoryLog/WareHouseReport/getOverSeaSummaryList,库存报表-海外仓-历史报表-汇总,1,统计 / 库存报表-海外仓-历史报表-汇总,运营,,是,否,否,P0,是,无,,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-8116408E9FBA,统计,,,库存报表-海外仓-新报表-明细,库存报表-海外仓-新报表-明细,/docs/Statistics/OverseasDetailListNew.md,POST,/inventory/center/openapi/storageReport/overseas/detail/page,库存报表-海外仓-新报表-明细,3,统计 / 库存报表-海外仓-新报表-明细,运营,,是,否,否,P0,是,offset/length,,是,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-CD4E8AC1BDC2,统计,,,库存报表-海外仓-新报表-汇总,库存报表-海外仓-新报表-汇总,/docs/Statistics/OverseasAggregateListNew.md,POST,/inventory/center/openapi/storageReport/overseas/aggregate/list,库存报表-海外仓-新报表-汇总,3,统计 / 库存报表-海外仓-新报表-汇总,运营,,是,否,否,P0,是,无,,否,是,"start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-3D58C3293860,统计,,,查询利润统计-MSKU,查询利润统计-MSKU,/docs/Statistics/statisticsOpenMSKU.md,POST,/bd/profit/statistics/open/msku/list,支持查询新版利润统计的MSKU维度,10,统计 / 查询利润统计-MSKU,"财务, 产品, 运营",,是,否,否,P1,否,offset/length,10000,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-A5F6A7E6639A,统计,,,查询利润统计-店铺,查询利润统计-店铺,/docs/Statistics/statisticsOpenSeller.md,POST,/bd/profit/statistics/open/seller/list,支持查询新版利润统计的店铺维度,10,统计 / 查询利润统计-店铺,"财务, 运营",,是,否,否,P0,是,offset/length,10000,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-F9F6C21DEC55,统计,,,查询利润统计（旧）-MSKU,查询利润统计（旧）-MSKU,/docs/Statistics/ProfitMsku.md,POST,/erp/sc/routing/finance/ProfitStatis/profitMsku,支持查询系统【统计】>【利润统计】中MSKU维度数据,1,统计 / 查询利润统计（旧）-MSKU,"财务, 产品, 运营",,是,否,否,P3,否,offset/length,200,是,是,"start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-1C7C9C7B770D,统计,,,查询店铺汇总销量,查询店铺汇总销量,/docs/Statistics/StoreSales.md,POST,/erp/sc/data/sales_report/sales,支持按店铺维度查询店铺销量、销售额,5,统计 / 查询店铺汇总销量,"销售, 运营",,是,否,否,P0,是,offset/length,,否,是,"start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-FC39BD159D05,统计,,,查询报告,查询报告,/docs/Statistics/GetReport.md,GET,/openReport/report/task/getReport,查询报告,1,统计 / 查询报告,运营,,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-09FE9E838C58,统计,,,查询订单利润-MSKU,查询订单利润-MSKU,/docs/Finance/OrderProfitListMSKU.md,POST,/basicOpen/finance/mreport/OrderProfit,唯一键说明：sid+msku,1,统计 / 查询订单利润-MSKU,"财务, 产品, 销售, 运营",,是,否,否,P0,是,offset/length,5000,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-93C1FB831AAA,统计,,,查询运营日志,查询运营日志,/docs/Statistics/operateLogList.md,POST,/basicOpen/operateManage/operateLog/list,查询运营日志,1,统计 / 查询运营日志,运营,,是,否,否,P1,否,无,,是,是,"date_type, start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-8F98CEB43A6D,统计,,,查询运营日志(新),查询运营日志(新),/docs/Statistics/operateLogV2List.md,POST,/basicOpen/operateManage/operateLog/list/v2,查询运营日志(新),1,统计 / 查询运营日志(新),运营,,是,否,否,P1,否,offset/length,,是,是,"start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-95A42DA552D3,统计,,,查询采购报表列表 - 产品,查询采购报表列表 - 产品,/docs/Statistics/PurchaseReportProductList.md,POST,/basicOpen/report/purchase/product/list,查询采购报表列表 - 产品,1,统计 / 查询采购报表列表-产品,"采购, 产品, 运营",,是,否,否,P0,是,offset/length,200,是,是,"start_date, end_date, time_type",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-766F8D291DF3,统计,,,查询采购报表列表 - 供应商,查询采购报表列表 - 供应商,/docs/Statistics/PurchaseReportSupplierList.md,POST,/basicOpen/report/purchase/supplier/list,查询采购报表列表 - 供应商,1,统计 / 查询采购报表列表-供应商,"采购, 运营",,是,否,否,P1,否,offset/length,200,是,是,"start_date, end_date, time_type",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-DCA6FEF9EA75,统计,,,查询采购报表列表 - 采购员,查询采购报表列表 - 采购员,/docs/Statistics/PurchaseReportBuyerList.md,POST,/basicOpen/report/purchase/buyer/list,查询采购报表列表 - 采购员,1,统计 / 查询采购报表列表-采购员,"采购, 运营",,是,否,否,P1,否,offset/length,200,是,是,"start_date, end_date, time_type",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-B5184BA8522B,统计,,,统计-查询退货分析,统计-查询退货分析,/docs/Statistics/ReturnOrderAnalysisLists.md,POST,/basicOpen/salesAnalysis/returnOrder/analysisLists,支持统计-查询退货分析,1,统计 / 查询退货分析,"售后, 销售, 运营",,是,否,否,P0,是,offset/length,,是,是,"endDate, startDate, dateType",最多支持366天,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-6EA203F42077,财务,,,作废费用单,作废费用单,/docs/Finance/feeManagementDiscard.md,POST,/bd/fee/management/open/feeManagement/otherFee/discard,作废费用单,1,财务 / 作废费用单,财务,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-7ED46019A235,财务,,,创建费用单,创建费用单,/docs/Finance/feeManagementCreate.md,POST,/bd/fee/management/open/feeManagement/otherFee/create,创建费用单,1,财务 / 创建费用单,财务,,否,是,是,P2,否,无,,否,是,fee_items[].date,,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-1E89A7A2DA3C,财务,,,删除费用单,删除费用单,/docs/Finance/feeManagementDelete.md,DELETE,/bd/fee/management/open/feeManagement/otherFee/delete,支持删除 “待提交” 状态的费用单,1,财务 / 删除费用单,财务,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-CEFCD4ABAF61,财务,,,应收报告-列表查询,应收报告-列表查询,/docs/Finance/receivableReportList.md,POST,/bd/sp/api/open/monthly/receivable/report/list,应收报告-列表查询,1,财务 / 应收报告-列表查询,财务,,是,否,否,P1,否,offset/length,,否,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
LX-B30E9E6803D0,财务,,,应收报告-详情-列表,应收报告-详情-列表,/docs/Finance/reportListDetail.md,POST,/bd/sp/api/open/monthly/receivable/report/list/detail,应收报告-详情-列表,1,财务 / 应收报告-详情-列表,财务,,是,否,否,P1,否,offset/length,,是,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
LX-0F0DF3FDD859,财务,,,应收报告-详情-基础信息,应收报告-详情-基础信息,/docs/Finance/reportListDetailInfo.md,POST,/bd/sp/api/open/monthly/receivable/report/list/detail/info,应收报告-详情-基础信息,1,财务 / 应收报告-详情-基础信息,财务,,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-2AD144D844C7,财务,,,查询settlement下载URL,查询settlement下载URL,/docs/Finance/SettlementExportUrlGet.md,GET,/bd/sp/api/open/settlement/export/url/get,查询settlement下载URL,10,财务 / 查询settlement下载URL,财务,,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-27FD5B4A5146,财务,,,查询利润报表 - 订单维度transaction视图,查询利润报表 - 订单维度transaction视图,/docs/Finance/profitReportOrderTranscationList.md,POST,/basicOpen/finance/profitReport/order/transcation/list,查询利润报表 - 订单维度transaction视图,1,财务 / 查询利润报表 - 订单维度transaction视图,"财务, 销售",,是,否,否,P0,是,offset/length,1000,是,是,"searchDateField, startDate, endDate, gmtModifiedStartDate, gmtModifiedEndDate, searchField, orderStatus",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-A453FAE8A107,财务,,,查询利润报表-SKU,查询利润报表-SKU,/docs/Finance/bdSKU.md,POST,/bd/profit/report/open/report/sku/list,查询利润报表-SKU,10,财务 / 查询利润报表-SKU,"财务, 产品",,是,否,否,P1,否,offset/length,10000,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-E67765C12B1D,财务,,,查询利润报表-店铺,查询利润报表-店铺,/docs/Finance/bdSeller.md,POST,/bd/profit/report/open/report/seller/list,查询利润报表-店铺,10,财务 / 查询利润报表-店铺,财务,,是,否,否,P0,是,offset/length,10000,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-69B7BDB30BF3,财务,,,查询利润报表-店铺月度汇总,查询利润报表-店铺月度汇总,/docs/Finance/bdSellerSummary.md,POST,/bd/profit/report/open/report/seller/summary/list,查询利润报表-店铺月度汇总,10,财务 / 查询利润报表-店铺月度汇总,财务,,是,否,否,P0,是,无,,否,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-F30C3A5673B7,财务,,,查询利润报表-订单,查询利润报表-订单,/docs/Finance/bdOrder.md,POST,/bd/profit/report/open/report/order/list,本接口即将下线【不再建议使用】，建议使用[查询利润报表 - 订单维度transaction视图](/docs/Finance/profitReportOrderTranscationList),10,财务 / 查询利润报表-订单,"财务, 销售",,是,否,否,P0,是,offset/length,10000,是,是,"search_date_field, start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-C158E1CD652D,财务,,,查询利润报表（旧） - MSKU,查询利润报表（旧） - MSKU,/docs/Finance/FianceProfitMsku.md,POST,/erp/sc/routing/finance/ProfitState/profitMsku,支持查询系统【财务】>【利润报表】中MSKU维度统计数据,1,财务 / 查询利润报表（旧）-MSKU,"财务, 产品, 运营",,是,否,否,P3,否,offset/length,,是,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
LX-E9129B6BC59E,财务,,,查询利润报表（旧）-结算明细,查询利润报表（旧）-结算明细,/docs/Finance/profitSettlement.md,POST,/erp/sc/routing/finance/ProfitState/profitSettlement,支持查询系统【财务】>【利润报表】>【结算明细】数据,1,财务 / 查询利润报表（旧）-结算明细,财务,,是,否,否,P3,否,offset/length,,是,是,"start_date, end_date, send_date_start, send_date_end",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-2454C40DBB80,财务,,,查询广告发票列表,查询广告发票列表,/docs/Finance/InvoiceList.md,POST,/bd/profit/report/open/report/ads/invoice/list,查询广告发票列表,10,财务 / 查询广告发票列表,"广告, 财务",,是,否,否,P1,否,offset/length,,是,是,"invoice_start_time, invoice_end_time",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-7106755764A4,财务,,,查询广告发票基本信息,查询广告发票基本信息,/docs/Finance/InvoiceDetail.md,POST,/bd/profit/report/open/report/ads/invoice/detail,查询广告发票基本信息,10,财务 / 查询广告发票基本信息,"广告, 财务",,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-A8A460011763,财务,,,查询广告发票活动列表,查询广告发票活动列表,/docs/Finance/InvoiceCampaignList.md,POST,/bd/profit/report/open/report/ads/invoice/campaign/list,查询广告发票活动列表,10,财务 / 查询广告发票活动列表,"广告, 财务",,是,否,否,P1,否,offset/length,,是,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
LX-FF6962F51900,财务,,,查询收款单列表,查询收款单列表,/docs/Finance/QueryReceiptFundsList.md,POST,/basicOpen/finance/queryReceiptFundsList,支持查询收款单列表,1,财务 / 查询收款单列表,财务,,是,否,否,P1,否,offset/length,200,是,是,"endDate, searchFieldTime, startDate",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
