system_module,applicable_page,interface_id,interface_name,document_path,business_use,phase_one_recommended,priority,remarks
Walmart,Walmart 业务中心,LX-6D6235392322,查询沃尔玛-广告 - SB广告 - 页面类型,/docs/MultiPlatform/Advertisement/walmart-reportPageTypeSbList_24.md,查询沃尔玛-广告 - SB广告 - 页面类型,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-6D6235392322,查询沃尔玛-广告 - SB广告 - 页面类型,/docs/MultiPlatform/Advertisement/walmart-reportPageTypeSbList_24.md,查询沃尔玛-广告 - SB广告 - 页面类型,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-83BBCE9FCB0E,查询沃尔玛-广告 - SV广告 - 页面类型,/docs/MultiPlatform/Advertisement/walmart-ReportPageTypeSvList_11.md,查询沃尔玛-广告 - SV广告 - 页面类型,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-83BBCE9FCB0E,查询沃尔玛-广告 - SV广告 - 页面类型,/docs/MultiPlatform/Advertisement/walmart-ReportPageTypeSvList_11.md,查询沃尔玛-广告 - SV广告 - 页面类型,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-5182D556071A,查询沃尔玛-广告 - SB广告 - 平台,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSbList_25.md,查询沃尔玛-广告 - SB广告 - 平台,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-5182D556071A,查询沃尔玛-广告 - SB广告 - 平台,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSbList_25.md,查询沃尔玛-广告 - SB广告 - 平台,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-646C5878A4CE,查询沃尔玛-广告 - SP广告 - 平台,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSpList_26.md,查询沃尔玛-广告 - SP广告 - 平台,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-646C5878A4CE,查询沃尔玛-广告 - SP广告 - 平台,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSpList_26.md,查询沃尔玛-广告 - SP广告 - 平台,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-F47DF22109CA,查询沃尔玛-广告 - SV广告 - 平台,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSvList_27.md,查询沃尔玛-广告 - SV广告 - 平台,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-F47DF22109CA,查询沃尔玛-广告 - SV广告 - 平台,/docs/MultiPlatform/Advertisement/walmart-reportPlatformSvList_27.md,查询沃尔玛-广告 - SV广告 - 平台,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-48F40DDAE6D3,查询沃尔玛-词 - 沃尔玛热门搜索词,/docs/MultiPlatform/Advertisement/walmart-reportSearchTrendsList_28.md,查询沃尔玛-词 - 沃尔玛热门搜索词,否,P1,规则初判；全量接入前由业务负责人确认。
广告,广告分析与投放页,LX-48F40DDAE6D3,查询沃尔玛-词 - 沃尔玛热门搜索词,/docs/MultiPlatform/Advertisement/walmart-reportSearchTrendsList_28.md,查询沃尔玛-词 - 沃尔玛热门搜索词,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-5D552F4D7A8D,利润报表-列表配置查询,/docs/Finance/ProfitReportConfig.md,利润报表-列表配置查询,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-0BB27D85E792,利润报表-明细列表查询,/docs/Finance/SettlementProfitList.md,利润报表-明细列表查询,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-727003CFF7B4,Walmart-查询结算账单列表,/docs/MultiPlatform/WalmartBillStatementList.md,Walmart-查询结算账单列表，支持按订单、商品、账期、交易类型、金额类型和时间范围查询 Walmart 结算账单明细。,是,P0,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-727003CFF7B4,Walmart-查询结算账单列表,/docs/MultiPlatform/WalmartBillStatementList.md,Walmart-查询结算账单列表，支持按订单、商品、账期、交易类型、金额类型和时间范围查询 Walmart 结算账单明细。,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-727003CFF7B4,Walmart-查询结算账单列表,/docs/MultiPlatform/WalmartBillStatementList.md,Walmart-查询结算账单列表，支持按订单、商品、账期、交易类型、金额类型和时间范围查询 Walmart 结算账单明细。,是,P0,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-63E99B54ED72,Walmart-查询回款明细列表,/docs/MultiPlatform/WalmartBillPayoutList.md,Walmart-查询回款明细列表，支持按店铺、站点、账期、时间和金额比较条件查询 Walmart 回款明细。,是,P0,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-63E99B54ED72,Walmart-查询回款明细列表,/docs/MultiPlatform/WalmartBillPayoutList.md,Walmart-查询回款明细列表，支持按店铺、站点、账期、时间和金额比较条件查询 Walmart 回款明细。,是,P0,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-DEF946C2CC04,查询结算利润（利润报表）-msku,/docs/MultiPlatform/V2/profitReportMsku.md,查询结算利润（利润报表）-msku,否,P1,规则初判；全量接入前由业务负责人确认。
产品,产品管理页,LX-DEF946C2CC04,查询结算利润（利润报表）-msku,/docs/MultiPlatform/V2/profitReportMsku.md,查询结算利润（利润报表）-msku,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-61200503BD63,查询结算利润（利润报表）-sku,/docs/MultiPlatform/V2/profitReportSku.md,查询结算利润（利润报表）-sku,否,P1,规则初判；全量接入前由业务负责人确认。
产品,产品管理页,LX-61200503BD63,查询结算利润（利润报表）-sku,/docs/MultiPlatform/V2/profitReportSku.md,查询结算利润（利润报表）-sku,否,P1,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-77BF3BD27008,查询结算利润（利润报表）-店铺（旧版）,/docs/MultiPlatform/V2/profitReportSeller.md,查询结算利润（利润报表）-店铺（旧版）,否,P3,规则初判；全量接入前由业务负责人确认。
财务,财务与对账页,LX-DB6D62E9EE37,查询结算利润（利润报表）-订单,/docs/MultiPlatform/V2/profitReportOrder.md,查询结算利润（利润报表）-订单,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-DB6D62E9EE37,查询结算利润（利润报表）-订单,/docs/MultiPlatform/V2/profitReportOrder.md,查询结算利润（利润报表）-订单,是,P0,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-1524E1C3FF10,查询Walmart产品表现,/docs/MultiPlatform/WalmartProductAnalysisList.md,查询Walmart产品表现列表数据，对应系统【统计分析】>【多平台产品表现】>【Walmart】数据,是,P0,规则初判；全量接入前由业务负责人确认。
产品,产品管理页,LX-1524E1C3FF10,查询Walmart产品表现,/docs/MultiPlatform/WalmartProductAnalysisList.md,查询Walmart产品表现列表数据，对应系统【统计分析】>【多平台产品表现】>【Walmart】数据,是,P0,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-1524E1C3FF10,查询Walmart产品表现,/docs/MultiPlatform/WalmartProductAnalysisList.md,查询Walmart产品表现列表数据，对应系统【统计分析】>【多平台产品表现】>【Walmart】数据,是,P0,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-571E669C2E50,多平台-Walmart售后订单列表,/docs/MultiPlatform/V2/WalmartReturnOrderList.md,多平台-Walmart售后订单列表,是,P0,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-571E669C2E50,多平台-Walmart售后订单列表,/docs/MultiPlatform/V2/WalmartReturnOrderList.md,多平台-Walmart售后订单列表,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-571E669C2E50,多平台-Walmart售后订单列表,/docs/MultiPlatform/V2/WalmartReturnOrderList.md,多平台-Walmart售后订单列表,是,P0,规则初判；全量接入前由业务负责人确认。
工作台,数据总览 / 待评估接口,LX-F8354824E040,查询多平台店铺信息,/docs/MultiPlatform/V2/StoreInfoV2.md,支持查询多平台店铺基础信息，其中store_id为多平台店铺唯一,是,P0,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-5C93F09C1D1B,查询订单管理订单列表,/docs/MultiPlatform/V2/MultiPlatOrderV2.md,>数据对应多平台管理系统中【订单】>【订单管理】的订单数据，涵盖所有平台自发货订单数据,是,P0,规则初判；全量接入前由业务负责人确认。
产品,产品管理页,LX-2C3EA8AD49D5,查询多平台配对列表,/docs/MultiPlatform/V2/PairListV2.md,获取多平台系统中【产品】>【配对列表】中数据已配对的数据。该模块数据为多平台MSKU与本地SKU的配对关系,否,P2,规则初判；全量接入前由业务负责人确认。
工作台,数据总览 / 待评估接口,LX-9A6E1D56E418,批量添加、编辑多平台配对关系,/docs/MultiPlatform/V2/pairMultiPlatformV2.md,批量添加、编辑多平台配对关系,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-06B2902A5005,预发货,/docs/MultiPlatform/PreShipment.md,订单管理预发货，对应系统中订单管理“待审核发货”类型的订单进行预发货,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-D0A92205A559,审核发货,/docs/MultiPlatform/BatchReview.md,订单管理审核发货，对应系统中订单管理“待审核发货”类型的订单进行审核发货,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-1D4F82B9EC6C,创建订单,/docs/MultiPlatform/V2/CreateOrdersV2.md,创建多平台店铺手工单，包含自定义平台订单，对应系统中订单类型为“手工订单”类型,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-B6C99BAA3905,合并订单,/docs/MultiPlatform/V2/MergeOrder.md,合并订单,否,P3,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-F05BAD345036,拆分订单,/docs/MultiPlatform/V2/SplitOrder.md,拆分订单,否,P3,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-25313630C917,标记订单不发货,/docs/MultiPlatform/V2/CancelOrder.md,标记订单不发货,否,P2,规则初判；全量接入前由业务负责人确认。
仓库,仓库与库存页,LX-3AE2636790C1,订单发货,/docs/MultiPlatform/V2/selfShipmentOrderDeliveryGoods.md,对应订单管理-》发货 操作，对系统订单标记出库，扣减库存,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-3AE2636790C1,订单发货,/docs/MultiPlatform/V2/selfShipmentOrderDeliveryGoods.md,对应订单管理-》发货 操作，对系统订单标记出库，扣减库存,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-715956D8FA89,订单称重,/docs/MultiPlatform/V2/setOrderWeighed.md,订单称重,否,P3,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-3BAA5CBA09DF,编辑订单,/docs/MultiPlatform/V2/EditOrderV2.md,编辑订单,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-DCEB8C231969,编辑/更新自发货订单,/docs/MultiPlatform/V2/UpdateOrderV2.md,批量编辑更新【订单管理】模块“待审核”状态订单,否,P2,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-F9AD2E4B84C4,更新订单客服备注,/docs/MultiPlatform/V2/mpOrderUpdateV2.md,支持更新订单内的【客服备注】,否,P1,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-F9AD2E4B84C4,更新订单客服备注,/docs/MultiPlatform/V2/mpOrderUpdateV2.md,支持更新订单内的【客服备注】,否,P1,规则初判；全量接入前由业务负责人确认。
仓库,仓库与库存页,LX-B1D5E5BD6509,快速出库,/docs/MultiPlatform/V2/FastOutboundV2.md,"创建一个""快速出库""请求的异步任务，如需获取快速出库结果，请在发送请求额外调用[获取快速出库结果](/docs/MultiPlatform/V2/GetFastOutboundResultV2.md)接口",否,P3,规则初判；全量接入前由业务负责人确认。
仓库,仓库与库存页,LX-2B737D7329A7,获取快速出库结果,/docs/MultiPlatform/V2/GetFastOutboundResultV2.md,获取快速出库结果,否,P1,规则初判；全量接入前由业务负责人确认。
运营,运营分析页,LX-A4FD6B748623,查询销量统计列表v2,/docs/Statistics/PlatformStatisticsSaleStatPageListV2.md,查询销量统计列表v2,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-B7DA9DE52C6A,查询可用报告列表 - Walmart Payment,/docs/MultiPlatform/V2/WalmartPaymentQueryReport.md,查询可用报告列表 - Walmart Payment,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-66894A74C546,查询报告详情 - Walmart Payment,/docs/MultiPlatform/V2/WalmartPaymentQueryPage.md,查询报告详情 - Walmart Payment,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-C99E2D00C76D,查询平台仓发货单列表,/docs/MultiPlatform/V2/QueryShippingListPage.md,该接口仅支持walmart，现已提供v2接口[查询平台仓发货单列表v2](docs/MultiPlatform/V2/QueryShippingListV2.md)，支持多平台下全部平台的平台仓发货单列表数据,否,P2,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-9D5A176AC470,查询平台仓发货单列表v2,/docs/MultiPlatform/V2/QueryShippingListV2.md,原接口接口仅支持walmart，现已提供v2接口，支持多平台下全部平台的平台仓发货单列表数据,否,P2,规则初判；全量接入前由业务负责人确认。
工作台,数据总览 / 待评估接口,LX-A8AF20B777AE,修改平台仓发货单备注,/docs/MultiPlatform/V2/ModifyPlatformRemark.md,修改平台仓发货单备注,否,P2,规则初判；全量接入前由业务负责人确认。
仓库,仓库与库存页,LX-C95DBD64F2A9,查询WFS货件列表,/docs/MultiPlatform/V2/QueryWFSCargoPage.md,查询WFS货件列表,否,P1,规则初判；全量接入前由业务负责人确认。
工作台,数据总览 / 待评估接口,LX-531E7CE81EF4,查询WFS库存列表,/docs/MultiPlatform/V2/QueryWFSInventionPage.md,查询WFS库存列表,是,P0,规则初判；全量接入前由业务负责人确认。
售后,售后与客服页,LX-4BEBA8523762,查询退件地址列表,/docs/MultiPlatform/V2/addressReturnAddressList.md,查询退件地址列表,否,P1,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-1074DDF41A1A,查询WFS货件可添加商品列表,/docs/MultiPlatform/V2/addCargoGoodsList.md,支持查询可以在货件内添加所选店铺下可用于WFS配送的商品（需要商品的配送方式为Walmart Fulfilled以及WFS Eligible），数据来源为领星系统下的Walmart在线商品,否,P2,规则初判；全量接入前由业务负责人确认。
仓库,仓库与库存页,LX-1074DDF41A1A,查询WFS货件可添加商品列表,/docs/MultiPlatform/V2/addCargoGoodsList.md,支持查询可以在货件内添加所选店铺下可用于WFS配送的商品（需要商品的配送方式为Walmart Fulfilled以及WFS Eligible），数据来源为领星系统下的Walmart在线商品,否,P2,规则初判；全量接入前由业务负责人确认。
仓库,仓库与库存页,LX-3A4304922BAA,WFS货件暂存,/docs/MultiPlatform/V2/multiplatformCargoStorage.md,WFS货件暂存,否,P3,规则初判；全量接入前由业务负责人确认。
仓库,仓库与库存页,LX-72F91B3597A5,删除暂存货件,/docs/MultiPlatform/V2/DeleteCargoStorage.md,删除暂存货件,否,P2,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-9212623D77EA,查询Walmart在线商品,/docs/MultiPlatform/V2/walmartList.md,查询Walmart在线商品,是,P0,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-6476F601BDF1,Walmart修改库存,/docs/MultiPlatform/V2/WalmartPublishQueue.md,Walmart修改库存,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-E4F62AF71863,平台仓发货单分配库存,/docs/MultiPlatform/V2/shippingOrderAllocate.md,平台仓发货单分配库存,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-1AA8D77AEA04,平台仓发货单拣货,/docs/MultiPlatform/V2/shippingOrderPicking.md,平台仓发货单拣货,否,P2,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-0EF3921B4688,平台仓发货单发货,/docs/MultiPlatform/V2/shippingOrderDelivery.md,平台仓发货单发货,否,P2,规则初判；全量接入前由业务负责人确认。
Walmart,Walmart 业务中心,LX-6EFCDB06A626,查询Walmart Review列表,/docs/MultiPlatform/WalmartCommentList.md,查询Walmart Review列表,否,P1,规则初判；全量接入前由业务负责人确认。
销售,销售与订单页,LX-C4DB859443E2,查询平台订单列表,/docs/MultiPlatform/V2/newPlatformOrderList.md,查询平台订单列表,是,P0,规则初判；全量接入前由业务负责人确认。
工作台,数据总览 / 待评估接口,LX-418571887440,查询平台仓发货单详情,/docs/MultiPlatform/V2/shippingDetailByCode.md,查询平台仓发货单详情,否,P2,规则初判；全量接入前由业务负责人确认。
