interface_key,platform,business_domain,module,api_name,api_path,method,protocol,source_doc_path,normalized_interface_source,request_params_source,response_fields_source,verification_status,contract_status,do_not_use_status,deleted_status,priority,target_system_module,data_role,risk_code,notes
LX-30AF347E45FE,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,产品,查询多属性产品详情,/erp/sc/routing/storage/spu/info,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-30AF347E45FE,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-30AF347E45FE (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-30AF347E45FE (93 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,产品,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-4B9473A2D2E1,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 收货质检,查询收货单列表,/erp/sc/routing/deliveryReceipt/PurchaseReceiptOrder/getOrderList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-4B9473A2D2E1,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-4B9473A2D2E1 (10 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-4B9473A2D2E1 (47 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库; 采购; 销售,source_candidate,AUTH_UNKNOWN,"Owner approved 方案 A (mz-liuyunlong, 2026-09-18, docs/data-sources/decisions/pmc-purchase-board-decision.md) for PRP planning only; not real-call authorization. Read-only per official_verified_interfaces.csv (is_read=是, is_write=否, has_side_effect=否); production use still requires real-call authorization."
LX-7773B7A1FDF9,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 海外仓,查询海外仓备货单列表,/erp/sc/routing/owms/inbound/listInbound,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-7773B7A1FDF9,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-7773B7A1FDF9 (11 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-7773B7A1FDF9 (108 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-DE77858CC887,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 海外仓,查询移除入库单列表,/erp/sc/routing/owms/removalInbound/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-DE77858CC887,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-DE77858CC887 (6 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-DE77858CC887 (60 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-814E67414272,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 海外仓,查询系统产品与第三方海外仓产品映射列表,/erp/sc/routing/owms/inbound/matchSkuList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-814E67414272,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-814E67414272 (4 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-814E67414272 (20 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,产品; 仓库,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-ECAEE8038F87,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 收货质检,查询质检单列表,/erp/sc/routing/deliveryReceipt/ReceiptOrderQc/getOrderList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-ECAEE8038F87,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-ECAEE8038F87 (8 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-ECAEE8038F87 (43 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P0,仓库; 销售,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-5D311ED3B89E,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 收货质检,查询质检单详情,/basicOpen/qualityInspectionOrder/detail,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-5D311ED3B89E,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-5D311ED3B89E (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-5D311ED3B89E (75 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库; 销售,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-FD9302CF208A,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 发货,查询销售出库单列表,/erp/sc/routing/wms/order/wmsOrderList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-FD9302CF208A,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-FD9302CF208A (11 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-FD9302CF208A (127 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库; 销售,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-F596F7E8C481,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 发货,查询销售出库单物流面单,/erp/sc/routing/wms/order/getWmsLogisticsLabels,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-F596F7E8C481,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-F596F7E8C481 (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-F596F7E8C481 (14 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库; 销售,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-F23293A702BB,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 出入库,查询销售出库单详情,/basicOpen/wmsOrder/getWmsOrdersByOrderNumbers,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-F23293A702BB,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-F23293A702BB (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-F23293A702BB (73 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库; 销售,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-A49B65E222D2,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,获取商品预处理信息,/amzStaServer/openapi/inbound-packing/getPrepDetails,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-A49B65E222D2,NONE,NONE,no verification row,DELETED,yes,yes,P0,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-EBADE37CF17C,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 海外仓,获取备货单号,/erp/sc/routing/owms/inbound/listOrderNos,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-EBADE37CF17C,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-EBADE37CF17C (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-EBADE37CF17C (9 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库; 销售,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-AAFAE3E2B6D6,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 海外仓,获取第三方SKU标签PDF文件,/erp/sc/routing/owms/inbound/productLabel,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-AAFAE3E2B6D6,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-AAFAE3E2B6D6 (3 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-AAFAE3E2B6D6 (8 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,产品; 仓库,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-BED54283FB2B,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 海外仓,获取第三方箱唛,/erp/sc/routing/owms/inbound/packageLabel,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-BED54283FB2B,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-BED54283FB2B (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-BED54283FB2B (8 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-75157159D29E,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 出入库,获取自定义入库类型,/erp/sc/routing/storage/inbound/getCustomTypes,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-75157159D29E,NONE,docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-75157159D29E (13 rows),doc=文档已收录; tested=未验证; phase1=待评估,PARTIAL_CONTRACT,no,no,P0,仓库,candidate_source_read,MISSING_REQUEST_PARAMS,no matching repository legacy Markdown snapshot; path/method present but parameter or field evidence is incomplete
LX-10C1BC0E9648,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 出入库,获取自定义出库类型,/erp/sc/routing/storage/outbound/getCustomTypes,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-10C1BC0E9648,NONE,docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-10C1BC0E9648 (13 rows),doc=文档已收录; tested=未验证; phase1=待评估,PARTIAL_CONTRACT,no,no,P0,仓库,candidate_source_read,MISSING_REQUEST_PARAMS,no matching repository legacy Markdown snapshot; path/method present but parameter or field evidence is incomplete
LX-051118326D63,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 装箱管理,装箱任务-任务列表,/basicOpen/packingTask/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-051118326D63,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-051118326D63 (17 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-051118326D63 (61 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-8C46310BDBDA,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 装箱管理,装箱任务-任务详情,/basicOpen/packingTask/taskDetail,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-8C46310BDBDA,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-8C46310BDBDA (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-8C46310BDBDA (105 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P0,仓库,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-EE7D15BC8C4F,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 装箱管理,装箱任务-单据列表,/basicOpen/packingTask/getRelateSnList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-EE7D15BC8C4F,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-EE7D15BC8C4F (5 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-EE7D15BC8C4F (21 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P0,仓库,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-A25AE6134CEB,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,地址簿-配送地址详情,/basicOpen/openapi/fbaShipment/shoppingAddress,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-A25AE6134CEB,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-081EC270CC8F,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,物流,头程对账列表,/basicOpen/logistics/headLogisticsReconciliation/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-081EC270CC8F,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-081EC270CC8F (17 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-081EC270CC8F (36 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,工作台,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-21F5B3DD122D,Amazon,WFS / storage / inbound transport,统计,查询FBA月仓储费,/erp/sc/data/fba_report/storageFeeMonth,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-21F5B3DD122D,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-0D1D1ECB7280,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询FBA货件箱子、卡板标签,/erp/sc/storage/shipment/printFbaLabels,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-0D1D1ECB7280,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-F383D3B7EB6F,Amazon,WFS / storage / inbound transport,统计,查询FBA长期仓储费,/erp/sc/data/fba_report/storageFeeLongTerm,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-F383D3B7EB6F,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-BCC0B20A9D59,Multi-platform (Walmart applicability unverified),WFS / storage / inbound transport,多平台,查询FBT货件列表,/basicOpen/fbtShipment/cargo/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-BCC0B20A9D59,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-156A1CB27E37,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询STA任务列表,/amzStaServer/openapi/inbound-plan/page,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-156A1CB27E37,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-0729C772C5E1,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询STA任务详情,/amzStaServer/openapi/inbound-plan/detail,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-0729C772C5E1,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-20EB3FCA79C6,Other non-Walmart,WFS / storage / inbound transport,多平台,查询Temu货件,/basicOpen/multiplatform/temu/cargo,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-20EB3FCA79C6,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-C95DBD64F2A9,Multi-platform (Walmart applicability unverified),WFS / storage / inbound transport,多平台,查询WFS货件列表,/cepf/warehouse/api/openApi/queryWFSCargoPage,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-C95DBD64F2A9,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-C95DBD64F2A9 (11 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-C95DBD64F2A9 (39 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,仓库,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-DC338785A675,Amazon,WFS / storage / inbound transport,亚马逊源表数据,查询亚马逊源报表-移除货件（新）,/erp/sc/statistic/removalShipment/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-DC338785A675,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-974EFCEA0C56,Amazon,WFS / storage / inbound transport,亚马逊源表数据,查询亚马逊源报表—Amazon Fulfilled Shipments,/erp/sc/data/mws_report/getAmazonFulfilledShipmentsList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-974EFCEA0C56,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-D501F92C7758,Amazon,WFS / storage / inbound transport,亚马逊源表数据,查询亚马逊源报表—Amazon Fulfilled Shipments v1,/erp/sc/data/mws_report_v1/getAmazonFulfilledShipmentsList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-D501F92C7758,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-184082D0A5CE,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询包装组,/amzStaServer/openapi/inbound-packing/listPackingGroupItems,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-184082D0A5CE,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-4B23C6732DA7,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询可选送达时间,/amzStaServer/openapi/inbound-shipment/getDeliveryDateList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-4B23C6732DA7,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-FC05687554B2,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询异步任务状态,/amzStaServer/openapi/task-plan/operate,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-FC05687554B2,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-07046A9822CD,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询承运方式,/amzStaServer/openapi/inbound-shipment/getTransportList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-07046A9822CD,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-725F26FDC523,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,物流,查询物流-头程物流商,/basicOpen/logistics/headLogisticsProvider/query/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-725F26FDC523,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-725F26FDC523 (8 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-725F26FDC523 (25 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,工作台,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-2A6240555EDE,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询货件列表,/erp/sc/data/fba_report/shipmentList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-2A6240555EDE,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-F5A7C6E4E488,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询货件方案,/amzStaServer/openapi/inbound-shipment/shipmentPreView,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-F5A7C6E4E488,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-DCE1920441EE,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询货件方案的装箱信息,/amzStaServer/openapi/inbound-packing/getInboundPackingBoxInfo,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-DCE1920441EE,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-066D1637AD45,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询货件装箱信息,/amzStaServer/openapi/inbound-shipment/listShipmentBoxes,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-066D1637AD45,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-9761AD3B5D67,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询货件装箱信息,/erp/sc/routing/fba/shipment/boxInfo,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-9761AD3B5D67,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-89CF383FDABC,Amazon,WFS / storage / inbound transport,FBA / FBA货件（STA）,查询货件详情,/amzStaServer/openapi/inbound-shipment/shipmentDetailList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-89CF383FDABC,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-7F9838344C2B,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,物流,查询运输方式列表,/basicOpen/businessConfig/transportMethod/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-7F9838344C2B,NONE,docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-7F9838344C2B (19 rows),doc=文档已收录; tested=未验证; phase1=待评估,PARTIAL_CONTRACT,no,no,P1,工作台,candidate_source_read,MISSING_REQUEST_PARAMS,no matching repository legacy Markdown snapshot; path/method present but parameter or field evidence is incomplete
LX-2B737D7329A7,Multi-platform (Walmart applicability unverified),WFS / storage / inbound transport,多平台,获取快速出库结果,/pb/mp/order/v2/getFastOutboundResult,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-2B737D7329A7,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-2B737D7329A7 (1 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-2B737D7329A7 (12 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,仓库,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-0D638DE6BBFF,Amazon,WFS / storage / inbound transport,FBA / 发货单,FBA-作废发货单,/basicOpen/openapi/fbaShipment/shipmentSn/invalid,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-0D638DE6BBFF,NONE,NONE,no verification row,DELETED,yes,yes,P2,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-020A16FE03E9,Amazon,WFS / storage / inbound transport,FBA / 发货单,FBA发货单发货,/erp/sc/storage/shipment/sendGoods,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-020A16FE03E9,NONE,NONE,no verification row,DELETED,yes,yes,P2,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-4722725D540A,Amazon,WFS / storage / inbound transport,VC,VC订单-确认发货【DF】,/basicOpen/platformOrder/vcOrderDf/confirmShipment,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-4722725D540A,NONE,NONE,no verification row,DELETED,yes,yes,P2,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-D8BC30F67A4B,Lingxing ERP (platform scope unverified),WFS / storage / inbound transport,仓库 / 海外仓,上传备货单装箱信息,/erp/sc/routing/owms/inbound/packing,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-D8BC30F67A4B,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-D8BC30F67A4B (21 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-D8BC30F67A4B (6 rows),doc=文档已收录; tested=未验证; phase1=待评估,DO_NOT_USE,yes,no,P2,仓库,reference_only,DO_NOT_USE,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
