interface_id,verification_status,level_1_module,level_2_module,level_3_module,interface_name,http_method,api_path,purpose,token_bucket_capacity,is_read,is_write,has_side_effect,pagination_method,max_page_size_or_length,returns_total,supports_incremental_sync,incremental_time_fields,max_query_range,recommended_sync_strategy,request_param_count,request_fields,response_field_count,response_top_fields,directory_chain,system_modules,document_path,remarks,source_package,source_file,page_interface_included
LX-B5184BA8522B,OFFICIAL_VERIFIED,统计,,,统计-查询退货分析,POST,/basicOpen/salesAnalysis/returnOrder/analysisLists,支持统计-查询退货分析,1,是,否,否,offset/length,,是,是,"endDate, startDate, dateType",最多支持366天,按店铺循环 + 按日期分段增量,13,"asinType, dateType, endDate, length, mids, offset, principalUid, searchField, searchValue, sortField, sortType, startDate, storeId",84,"code, data, error_details, message, request_id, response_time, total",统计 / 查询退货分析,"售后, 销售, 运营",/docs/Statistics/ReturnOrderAnalysisLists.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-6EA203F42077,OFFICIAL_VERIFIED,财务,,,作废费用单,POST,/bd/fee/management/open/feeManagement/otherFee/discard,作废费用单,1,否,是,是,无,,否,否,,,全量 / 人工确认,1,numbers,3,"code, data, msg",财务 / 作废费用单,财务,/docs/Finance/feeManagementDiscard.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-7ED46019A235,OFFICIAL_VERIFIED,财务,,,创建费用单,POST,/bd/fee/management/open/feeManagement/otherFee/create,创建费用单,1,否,是,是,无,,否,是,fee_items[].date,,按店铺循环 + 按日期分段增量,13,"apportion_rule, dimension, fee_items, currency_code, date, dimension_value, fee, other_fee_type_id, remark, sids, is_request_pool, submit_type",3,"code, data, msg",财务 / 创建费用单,财务,/docs/Finance/feeManagementCreate.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-1E89A7A2DA3C,OFFICIAL_VERIFIED,财务,,,删除费用单,DELETE,/bd/fee/management/open/feeManagement/otherFee/delete,支持删除 “待提交” 状态的费用单,1,否,是,是,无,,否,否,,,全量 / 人工确认,1,numbers,3,"code, data, msg",财务 / 删除费用单,财务,/docs/Finance/feeManagementDelete.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-CEFCD4ABAF61,OFFICIAL_VERIFIED,财务,,,应收报告-列表查询,POST,/bd/sp/api/open/monthly/receivable/report/list,应收报告-列表查询,1,是,否,否,offset/length,,否,否,,,按店铺循环 + 分页,10,"archiveStatus, currencyCode, length, mids, offset, receivedState, settleMonth, sids, sortField, sortType",26,"code, data, message, request_id, response_time",财务 / 应收报告-列表查询,财务,/docs/Finance/receivableReportList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-B30E9E6803D0,OFFICIAL_VERIFIED,财务,,,应收报告-详情-列表,POST,/bd/sp/api/open/monthly/receivable/report/list/detail,应收报告-详情-列表,1,是,否,否,offset/length,,是,否,,,按店铺循环 + 分页,7,"currencyCode, length, offset, searchField, searchValue, settleMonth, sid",19,"code, data, message, request_id, response_time, total",财务 / 应收报告-详情-列表,财务,/docs/Finance/reportListDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-0F0DF3FDD859,OFFICIAL_VERIFIED,财务,,,应收报告-详情-基础信息,POST,/bd/sp/api/open/monthly/receivable/report/list/detail/info,应收报告-详情-基础信息,1,是,否,否,无,,否,否,,,全量 / 人工确认,3,"currencyCode, settleMonth, sid",19,"code, data, message, request_id, response_time",财务 / 应收报告-详情-基础信息,财务,/docs/Finance/reportListDetailInfo.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-2AD144D844C7,OFFICIAL_VERIFIED,财务,,,查询settlement下载URL,GET,/bd/sp/api/open/settlement/export/url/get,查询settlement下载URL,10,是,否,否,无,,否,否,,,全量 / 人工确认,2,"financial_event_group_id, seller_id",3,"code, data, msg",财务 / 查询settlement下载URL,财务,/docs/Finance/SettlementExportUrlGet.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-27FD5B4A5146,OFFICIAL_VERIFIED,财务,,,查询利润报表 - 订单维度transaction视图,POST,/basicOpen/finance/profitReport/order/transcation/list,查询利润报表 - 订单维度transaction视图,1,是,否,否,offset/length,1000,是,是,"searchDateField, startDate, endDate, gmtModifiedStartDate, gmtModifiedEndDate, searchField, orderStatus",,按店铺循环 + 按日期分段增量,22,"accountType, currencyCode, endDate, eventSource, fulfillment, fundTransferStatus, gmtModifiedEndDate, gmtModifiedStartDate, length, mids, offset, orderStatus, principalUids, productDeveloperUids, searchDateField, searchField, searchValue, settlementStatus, sids, sortField, sortType, startDate",81,"code, data, error_details, message, request_id, response_time, total",财务 / 查询利润报表 - 订单维度transaction视图,"财务, 销售",/docs/Finance/profitReportOrderTranscationList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A453FAE8A107,OFFICIAL_VERIFIED,财务,,,查询利润报表-SKU,POST,/bd/profit/report/open/report/sku/list,查询利润报表-SKU,10,是,否,否,offset/length,10000,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,12,"currencyCode, endDate, length, mids, monthlyQuery, offset, orderStatus, searchField, searchValue, sids, startDate, summaryEnabled",204,"code, data, msg",财务 / 查询利润报表-SKU,"财务, 产品",/docs/Finance/bdSKU.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-E67765C12B1D,OFFICIAL_VERIFIED,财务,,,查询利润报表-店铺,POST,/bd/profit/report/open/report/seller/list,查询利润报表-店铺,10,是,否,否,offset/length,10000,是,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,10,"currencyCode, endDate, length, mids, monthlyQuery, offset, orderStatus, sids, startDate, summaryEnabled",195,"code, data, msg",财务 / 查询利润报表-店铺,财务,/docs/Finance/bdSeller.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-69B7BDB30BF3,OFFICIAL_VERIFIED,财务,,,查询利润报表-店铺月度汇总,POST,/bd/profit/report/open/report/seller/summary/list,查询利润报表-店铺月度汇总,10,是,否,否,无,,否,是,"startDate, endDate",,按店铺循环 + 按日期分段增量,7,"currencyCode, endDate, mids, monthlyQuery, orderStatus, sids, startDate",190,"code, data, msg",财务 / 查询利润报表-店铺月度汇总,财务,/docs/Finance/bdSellerSummary.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-F30C3A5673B7,OFFICIAL_VERIFIED,财务,,,查询利润报表-订单,POST,/bd/profit/report/open/report/order/list,本接口即将下线【不再建议使用】，建议使用[查询利润报表 - 订单维度transaction视图](/docs/Finance/profitReportOrderTranscationList),10,是,否,否,offset/length,10000,是,是,"search_date_field, start_date, end_date",,按店铺循环 + 按日期分段增量,15,"account_type, currency_code, description, end_date, event_source, fund_transfer_status, length, mids, offset, search_date_field, search_field, search_value, settlement_status, sids, start_date",59,"code, data, error_details, message, request_id, response_time, total",财务 / 查询利润报表-订单,"财务, 销售",/docs/Finance/bdOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-C158E1CD652D,OFFICIAL_VERIFIED,财务,,,查询利润报表（旧） - MSKU,POST,/erp/sc/routing/finance/ProfitState/profitMsku,支持查询系统【财务】>【利润报表】中MSKU维度统计数据,1,是,否,否,offset/length,,是,否,,,按店铺循环 + 分页,5,"currency_type, length, month, offset, sids",128,"code, data, error_details, fifo_type, is_closing_data, message, request_id, response_time, total",财务 / 查询利润报表（旧）-MSKU,"财务, 产品, 运营",/docs/Finance/FianceProfitMsku.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-E9129B6BC59E,OFFICIAL_VERIFIED,财务,,,查询利润报表（旧）-结算明细,POST,/erp/sc/routing/finance/ProfitState/profitSettlement,支持查询系统【财务】>【利润报表】>【结算明细】数据,1,是,否,否,offset/length,,是,是,"start_date, end_date, send_date_start, send_date_end",,按店铺循环 + 按日期分段增量,8,"currency_type, end_date, length, offset, send_date_end, send_date_start, sids, start_date",45,"code, list, msg, total",财务 / 查询利润报表（旧）-结算明细,财务,/docs/Finance/profitSettlement.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-2454C40DBB80,OFFICIAL_VERIFIED,财务,,,查询广告发票列表,POST,/bd/profit/report/open/report/ads/invoice/list,查询广告发票列表,10,是,否,否,offset/length,,是,是,"invoice_start_time, invoice_end_time",,按店铺循环 + 按日期分段增量,9,"ads_type, invoice_end_time, invoice_start_time, length, mids, offset, search_type, search_value, sids",21,"code, data, error_details, message, request_id, response_time, total",财务 / 查询广告发票列表,"广告, 财务",/docs/Finance/InvoiceList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-7106755764A4,OFFICIAL_VERIFIED,财务,,,查询广告发票基本信息,POST,/bd/profit/report/open/report/ads/invoice/detail,查询广告发票基本信息,10,是,否,否,无,,否,否,,,全量 / 人工确认,2,"invoice_id, sid",15,"code, data, error_details, message, request_id, response_time",财务 / 查询广告发票基本信息,"广告, 财务",/docs/Finance/InvoiceDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A8A460011763,OFFICIAL_VERIFIED,财务,,,查询广告发票活动列表,POST,/bd/profit/report/open/report/ads/invoice/campaign/list,查询广告发票活动列表,10,是,否,否,offset/length,,是,否,,,按店铺循环 + 分页,7,"ads_type, invoice_id, length, offset, search_type, search_value, sid",17,"code, data, error_details, message, request_id, response_time, total",财务 / 查询广告发票活动列表,"广告, 财务",/docs/Finance/InvoiceCampaignList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-FF6962F51900,OFFICIAL_VERIFIED,财务,,,查询收款单列表,POST,/basicOpen/finance/queryReceiptFundsList,支持查询收款单列表,1,是,否,否,offset/length,200,是,是,"endDate, searchFieldTime, startDate",,按日期分段增量,9,"endDate, length, offset, searchField, searchFieldTime, searchValue, seniorSearchList, startDate, status",30,"code, data, error_details, message, request_id, response_time, total",财务 / 查询收款单列表,财务,/docs/Finance/QueryReceiptFundsList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-598C49EB1197,OFFICIAL_VERIFIED,财务,,,查询请款单列表,POST,/basicOpen/finance/requestFunds/order/list,查询请款单列表,1,是,否,否,offset/length,200,是,是,"search_field_time, start_date, end_date",,按日期分段增量,8,"end_date, length, offset, search_field, search_field_time, search_value, start_date, status",38,"code, data, error_details, message, request_id, response_time, total",财务 / 查询请款单列表,"财务, 销售",/docs/Finance/RequestFundsOrderList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-62F91F9CB35B,OFFICIAL_VERIFIED,财务,,,查询请款池 - 货款月结,POST,/basicOpen/finance/requestFundsPool/inbound/list,查询请款池 - 货款月结,1,是,否,否,offset/length,200,是,是,"time_field, start_time, end_time",,按日期分段增量,8,"end_time, length, offset, pay_status, search_field, search_value, start_time, time_field",32,"code, data, error_details, message, request_id, response_time, total",财务 / 查询请款池-货款月结,财务,/docs/Finance/requestFundsPoolInboundList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-92FE8988B86C,OFFICIAL_VERIFIED,财务,,,查询请款池 - 货款现结,POST,/basicOpen/finance/requestFundsPool/purchase/list,查询请款池 - 货款现结,1,是,否,否,offset/length,200,是,是,"time_field, start_time, end_time",,按日期分段增量,8,"end_time, length, offset, pay_status, search_field, search_value, start_time, time_field",45,"code, data, error_details, message, request_id, response_time, total",财务 / 查询请款池-货款现结,"财务, 采购",/docs/Finance/requestFundsPoolPurchaseList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-9C950113F6EA,OFFICIAL_VERIFIED,财务,,,查询请款池 - 货款预付款,POST,/basicOpen/finance/requestFundsPool/prepay/list,查询请款池 - 货款预付款,1,是,否,否,offset/length,200,是,是,"start_time, end_time, time_field",,按日期分段增量,8,"end_time, length, offset, pay_status, search_field, search_value, start_time, time_field",26,"code, data, error_details, message, request_id, response_time, total",财务 / 查询请款池-货款预付款,财务,/docs/Finance/requestFundsPoolPrepayList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-D0E648500CCA,OFFICIAL_VERIFIED,财务,,,查询请款池-其他应付款,POST,/basicOpen/finance/requestFundsPool/customFee/list,查询请款池-其他应付款,1,是,否,否,offset/length,200,是,是,"search_field_time, start_time, end_time",,按日期分段增量,8,"end_time, length, offset, pay_status, search_field, search_field_time, search_value, start_time",41,"code, data, error_details, message, request_id, response_time, total",财务 / 查询请款池-其他应付款,财务,/docs/Finance/requestFundsPoolCustomFeeList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-0A3BA5A66954,OFFICIAL_VERIFIED,财务,,,查询请款池-其他费用,POST,/basicOpen/finance/requestFundsPool/otherFee/list,查询请款池-其他费用,1,是,否,否,offset/length,,是,是,"endTime, startTime, searchFieldTime",,按日期分段增量,10,"endTime, length, offset, purchaserIds, searchField, searchFieldTime, searchValue, startTime, status, supplierIds",48,"code, data, error_details, message, request_id, response_time, total",财务 / 查询请款池-其他费用,财务,/docs/Finance/requestFundsPoolOtherFeeList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A095838ED68E,OFFICIAL_VERIFIED,财务,,,查询请款池-物流请款,POST,/basicOpen/finance/requestFundsPool/logistics/list,查询请款池-物流请款,1,是,否,否,offset/length,200,是,是,"search_field_time, start_time, end_time",,按日期分段增量,7,"end_time, length, offset, search_field, search_field_time, search_value, start_time",53,"code, data, error_details, message, request_id, response_time, total",财务 / 查询请款池-物流请款,财务,/docs/Finance/requestFundsPoolLogisticsList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A623F7D01F1B,OFFICIAL_VERIFIED,财务,,,查询费用明细列表,POST,/bd/fee/management/open/feeManagement/otherFee/list,查询费用明细列表,1,是,否,否,offset/length,,是,是,"date_type, start_date, end_date",,按店铺循环 + 按日期分段增量,13,"apportion_status, date_type, dimensions, end_date, length, offset, other_fee_type_ids, search_field, search_value, sids, start_date, status_merge, status_order",41,"code, data, msg",财务 / 查询费用明细列表,财务,/docs/Finance/feeManagementList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-022E3FB1A8C6,OFFICIAL_VERIFIED,财务,,,查询费用类型列表,POST,/bd/fee/management/open/feeManagement/otherFee/type,查询费用类型列表,1,是,否,否,无,,否,否,,,全量 / 人工确认,0,,7,"code, data, msg",财务 / 查询费用类型列表,财务,/docs/Finance/feeManagementType.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-D797CA8C373A,OFFICIAL_VERIFIED,财务,,,立即重算-利润报表数据,POST,/bd/profit/report/open/report/settle/compute/manual,立即重算-利润报表数据,10,是,否,否,无,,是,是,date_month,,按日期分段增量,1,date_month,7,"code, data, error_details, message, request_id, response_time, total",财务 / 立即重算-利润报表数据,财务,/docs/Finance/ComputeManual.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-20735537E141,OFFICIAL_VERIFIED,财务,,,编辑费用单,POST,/bd/fee/management/open/feeManagement/otherFee/edit,编辑费用单,1,否,是,是,无,,否,是,date,,按店铺循环 + 按日期分段增量,15,"apportion_rule, currency_code, date, dimension, fee_items, dimension_value, fee, fof_id, remark, sids, id, is_request_pool, other_fee_type_id, submit_type",3,"code, data, msg",财务 / 编辑费用单,财务,/docs/Finance/feeManagementEdit.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-C3A80433378D,OFFICIAL_VERIFIED,采购,,,作废采购/委外退货单,POST,/basicOpen/purchase/cancelPurchaseReturnOrder,作废采购/委外退货单,1,否,是,是,无,,否,否,,,全量 / 人工确认,2,"cancel_reason, order_sn",6,"code, data, error_details, message, request_id, response_time",采购 / 作废采购/委外退货单,"售后, 采购, 销售",/docs/Purchase/CancelPurchaseReturnOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-0BAC0252E36F,OFFICIAL_VERIFIED,采购,,,作废采购单,POST,/erp/sc/routing/purchase/purchase/cancel,允许作废处于 “待审核”、“待下单”、“待到货”、“已完成” 状态下的采购单,1,否,是,是,无,,是,否,,,全量 / 人工确认,3,"is_cancel_relation, order_sn, reason",7,"code, data, error_details, message, request_id, response_time, total",采购 / 作废采购单,采购,/docs/Purchase/Cancel.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-78F82D8A146C,OFFICIAL_VERIFIED,采购,,,作废采购计划,POST,/basicOpen/purchase/planCancel,允许作废处于 “待审批”、“待采购”状态下的采购计划,1,否,是,是,无,,是,否,,,全量 / 人工确认,2,"plan_sn, reason",7,"code, data, error_details, message, request_id, response_time, total",采购 / 作废采购计划,采购,/docs/Purchase/PurchasePlanCancel.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-D58D9CF7D14C,OFFICIAL_VERIFIED,采购,,,创建已完成的采购变更单,POST,/erp/sc/routing/purchase/purchaseChangeOrder/createPurchaseChangeOrder,支持创建已完成状态的采购变更单，即创建成功后采购单立即变更,1,否,是,是,无,,否,是,product_list[].expect_arrive_time,,按店铺循环 + 按日期分段增量,41,"contact_number, contact_person, fee_part_type, is_tax, new_product_list, cases_num, fnsku, price, product_id, quantity_per_case, quantity_real, remark, sid, tax_rate, opt_uid, order_sn, other_currency, other_fee, payment_method, prepay_percent, product_list, expect_arrive_time, id, purchase_currency, rate, settlement_description, settlement_method, shipping_currency, shipping_price, supplier_id, wid",7,"code, data, error_details, message, request_id, response_time",采购 / 创建已完成的采购变更单,"采购, 销售",/docs/Purchase/createPurchaseChangeOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-AB7E08BE0696,OFFICIAL_VERIFIED,采购,,,创建已完成的采购退货单,POST,/erp/sc/routing/purchase/purchase_return_order/createPurchaseReturnOrder,支持创建采购退货单，状态为“已完成”,1,否,是,是,无,,否,是,item_list[].expect_arrive_time,,按日期分段增量,17,"fee_part_type, item_list, deduction_amount, expect_arrive_time, purchase_order_item_id, remark, return_bad_num, return_good_num, other_currency, other_fee, purchase_order_sn, replenish_method, return_method, return_reason, shipping_currency, shipping_price",7,"code, data, error_details, message, request_id, response_time",采购 / 创建已完成的采购退货单,"售后, 采购, 销售",/docs/Purchase/createPurchaseReturnOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-4674779EEB39,OFFICIAL_VERIFIED,采购,,,创建待到货的采购单,POST,/erp/sc/routing/purchase/purchase/createPurchaseOrder,支持创建采购单，状态为“待到货”,1,否,是,是,无,,否,是,product_list[].expect_arrive_time,,按店铺循环 + 按日期分段增量,41,"contact_number, contact_person, custom_order_sn, fee_part_type, is_tax, opt_uid, options, is_auto_fill_fnsku, is_auto_fill_store, other_currency, other_fee, payment_method, period_config_key, prepay_percent, product_list, cases_num, expect_arrive_time, fnsku, marketplace_id, plan_sn, price, quantity_per_case, quantity_real, remark, seller_id, sid, sku, tax_rate, purchase_currency, purchaser_id, qc_type, rate, settlement_description, settlement_method, shipping_currency, shipping_price, supplier_id, sys_supplier_id, sys_wid, wid",8,"code, data, error_details, message, request_id, response_time",采购 / 创建待到货的采购单,"采购, 销售",/docs/Purchase/CreatePurchaseOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A4E9258A3B23,OFFICIAL_VERIFIED,采购,,,创建待采购的采购计划,POST,/erp/sc/routing/data/local_inventory/createPurchasePlan,支持创建采购计划，状态为“待采购”,1,否,是,是,无,,否,是,data[].expect_arrive_time,,按店铺循环 + 按日期分段增量,19,"custom_fields, character, id, val, data, cg_uid, expect_arrive_time, fnsku, options, is_auto_fill_fnsku, is_auto_fill_store, purchaser_id, quantity_plan, remark, sid, sku, supplier_id, wid",8,"code, data, error_details, message, request_id, response_time",采购 / 创建待采购的采购计划,采购,/docs/Purchase/createPurchasePlan.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-B70161F2CA8D,OFFICIAL_VERIFIED,采购,,,查询供应商列表,POST,/erp/sc/data/local_inventory/supplier,支持查询【采购】>【供应商】中的供应商信息,1,是,否,否,offset/length,,是,否,,,全量后分页,2,"length, offset",55,"code, data, error_details, message, request_id, response_time, total",采购 / 查询供应商列表,采购,/docs/Purchase/Supplier.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-96F32A1090F0,OFFICIAL_VERIFIED,采购,,,查询加工计划列表,POST,/basicOpen/openapi/workOrder/processPlanList,支持查询加工计划列表，对应系统【采购】加工计划列表数据。,1,是,否,否,offset/length,200,是,是,"search_time_key, search_time_start, search_time_end",,按日期分段增量,12,"length, lock_status, offset, processing_step, search_key, search_time_end, search_time_key, search_time_start, search_value, senior_search_list, search_field",53,"code, data, error_details, message, request_id, response_time, total",采购 / 查询加工计划列表,"仓库, 采购, 销售",/docs/Warehouse/WorkOrderPlanList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-9BF4536568D4,OFFICIAL_VERIFIED,采购,,,查询委外订单列表,POST,/erp/sc/routing/purchase/purchaseOutsourceOrder/getOrders,查询委外订单列表,1,是,否,否,offset/length,500,是,是,"search_field_time, start_date, end_date",,按日期分段增量,5,"end_date, length, offset, search_field_time, start_date",37,"code, data, error_details, message, request_id, response_time",采购 / 查询委外订单列表,"采购, 销售",/docs/Purchase/getOrders.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-D332F931885E,OFFICIAL_VERIFIED,采购,,,查询采购单列表,POST,/erp/sc/routing/data/local_inventory/purchaseOrderList,支持查询采购单列表，对应系统【采购】>【采购单】数据,1,是,否,否,offset/length,500,否,是,"start_date, end_date, search_field_time",,按日期分段增量,8,"custom_order_sn, end_date, length, offset, order_sn, purchase_type, search_field_time, start_date",102,"code, data, error_details, message, request_id, response_time",采购 / 查询采购单列表,"采购, 销售",/docs/Purchase/PurchaseOrderList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-B31DFDC39206,OFFICIAL_VERIFIED,采购,,,查询采购变更单列表,POST,/erp/sc/routing/purchase/purchaseChangeOrder/changeOrderList,查询采购变更单列表,1,是,否,否,offset/length,,是,是,"search_field_time, start_date, end_date",,按日期分段增量,7,"end_date, length, multi_search_field, multi_search_value, offset, search_field_time, start_date",59,"code, data, error_details, message, request_id, response_time",采购 / 查询采购变更单列表,"采购, 销售",/docs/Purchase/changeOrderList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-223398DA3539,OFFICIAL_VERIFIED,采购,,,查询采购方列表,POST,/erp/sc/routing/data/purchaser/lists,查询采购方列表,1,是,否,否,offset/length,,是,否,,,全量后分页,2,"length, offset",14,"code, data, error_details, message, request_id, response_time",采购 / 查询采购方列表,采购,/docs/Purchase/purchaserLists.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-03B82747B50A,OFFICIAL_VERIFIED,采购,,,查询采购计划列表,POST,/erp/sc/routing/data/local_inventory/getPurchasePlans,查询采购计划列表,1,是,否,否,offset/length,500,是,是,"search_field_time, start_date, end_date",,按店铺循环 + 按日期分段增量,10,"end_date, is_combo, is_related_process_plan, length, offset, plan_sns, search_field_time, sids, start_date, status",47,"code, data, error_details, message, request_id, response_time, total",采购 / 查询采购计划列表,采购,/docs/Purchase/getPurchasePlans.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-853A6501F0BF,OFFICIAL_VERIFIED,采购,,,查询采购退货单列表,POST,/erp/sc/routing/purchase/purchase_return_order/getPurchaseReturnOrderList,查询采购退货单列表,1,是,否,否,offset/length,500,是,是,"search_field_time, start_date, end_date",,按日期分段增量,6,"end_date, length, offset, search_field_time, start_date, status",53,"code, data, error_details, message, request_id, response_time",采购 / 查询采购退货单列表,"售后, 采购, 销售",/docs/Purchase/getPurchaseReturnOrderList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-D181D27E9336,OFFICIAL_VERIFIED,采购,,,添加/修改供应商,POST,/erp/sc/routing/storage/supplier/edit,支持添加、修改供应商信息到系统【采购】>【供应商】中,1,否,是,是,无,,否,否,,,全量 / 人工确认,33,"account_name, address, bank_card_number, contact_number, contact_person, credit_code, email, employees, fax, level, open_bank, payment_account_group, account_id, bank_name, is_default, is_open, key, name, remark, version, payment_method, prepay_percent, purchaser, qq, settlement_description, settlement_method, supplier_code, supplier_id, supplier_name, sys_supplier_id, url",8,"code, data, error_details, message, request_id, response_time",采购 / 添加/修改供应商,采购,/docs/Purchase/SupplierEdit.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-0B7D3781D062,OFFICIAL_VERIFIED,采购,,,添加采购单物流信息,POST,/erp/sc/routing/purchase/purchase/addLogistics,支持对“待到货”或“已完成”状态的采购单，添加采购单物流信息,1,否,是,是,无,,是,否,,,全量 / 人工确认,4,"items, logistics_company, logistics_order_no, order_sn",7,"code, data, error_details, message, request_id, response_time, total",采购 / 添加采购单物流信息,采购,/docs/Purchase/addLogistics.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-5CD66DB6C0A0,OFFICIAL_VERIFIED,采购,,,编辑采购单备注,POST,/basicOpen/purchase/orderModifyRemark,支持快速编辑采购单的单据备注,1,否,是,是,无,,是,否,,,全量 / 人工确认,2,"order_sns, value",7,"code, data, error_details, message, request_id, response_time, total",采购 / 编辑采购单备注,"采购, 销售",/docs/Purchase/OrderModifyRemark.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-09D9FC0B390B,OFFICIAL_VERIFIED,采购,,,编辑采购计划备注（批量）,POST,/basicOpen/purchase/planModifyRemark,支持通过采购计划批次号或采购计划单号批量修改备注,1,否,是,是,无,,是,否,,,全量 / 人工确认,3,"planSns, ppgSns, value",7,"code, data, error_details, message, request_id, response_time, total",采购 / 编辑采购计划备注（批量）,采购,/docs/Purchase/PlanModifyRemark.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-583232734D6F,OFFICIAL_VERIFIED,采购,,,采购单下单,POST,/erp/sc/routing/purchase/purchase/setOrders,支持将 “待下单” 状态采购单变更为 “待到货” 状态,1,否,是,是,无,,否,否,,,全量 / 人工确认,1,order_sn,6,"code, data, error_details, message, request_id, response_time",采购 / 采购单下单,"采购, 销售",/docs/Purchase/SetOrders.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-500C4287A05E,OFFICIAL_VERIFIED,采购,,,采购单整单结束到货,POST,/basicOpen/purchase/setOrderFinish,采购单整单结束到货,1,否,否,否,无,,否,否,,,全量 / 人工确认,1,orderSn,5,"code, error_details, message, request_id, response_time",采购 / 采购单整单结束到货,"采购, 销售",/docs/Purchase/setOrderFinish.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-2077895D6B9A,OFFICIAL_VERIFIED,销售,Listing,,Listing删除商品标签,POST,/basicOpen/listingManage/removeListingAndTag,Listing删除商品标签,1,否,是,是,无,,是,否,,,全量 / 人工确认,4,"bindDetail, relationId, sid, globalTagIds",7,"code, data, error_details, message, request_id, response_time, total",销售 / Listing / Listing删除商品标签,"销售, 运营",/docs/Sale/DeleteGoodsTag.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-C79145A7BD7A,OFFICIAL_VERIFIED,销售,Listing,,Listing新增商品标签,POST,/basicOpen/listingManage/bindListingAndTag,Listing新增商品标签,1,否,否,否,无,,是,否,,,全量 / 人工确认,4,"bindDetail, relationId, sid, tagIds",7,"code, data, error_details, message, request_id, response_time, total",销售 / Listing / Listing新增商品标签,"销售, 运营",/docs/Sale/AddGoodsTag.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
